name,publications,citations
Indian Inst Technol Bhilai,2,1
Himalayan Inst Pharm & Res,1,0
Era Med Coll,1,0
CSIR Ctr Cellular & Mol Biol CSIR CCMB,2,11
Anna Univ Bioincubator,1,1
Hosp & Dr Khans ENT Res Ctr,1,3
Mahatma Gandhi Med Coll & Res Inst,1,1
BPUT,1,5
Diamond Harbour Womens Univ,2,38
Univ Jammu,2,7
Rizvi Coll Engn,1,9
Rammohan Coll,1,0
Visva Bharati Cent Univ,3,4
Dept Radiodiag,1,0
Dept Pulm Med,1,0
Ctr Study Sci Technol & Policy,1,0
ILK Labs,1,0
Sri Sathya Sai Inst Higher Learning SSSIHL,1,0
Cent Leprosy Teaching & Res Inst CLTRI,1,0
Sri Sathya Sai Higher Secondary Sch SSSHSS,1,0
CSIR Cent Electrochem Res Inst CECRI,1,6
Indian Inst Management Tiruchirappalli,2,42
Inst Bioresources & Sustainable Dev Reg Ctr,1,0
Inst Bioresources & Sustainable Dev,2,3
Ctr Innovat & Appl Bioproc,1,0
Woxsen Sch Business,1,11
RDT,1,0
Supreme Knowledge Fdn Grp Inst,1,9
RozaBagh,1,6
NASC Complex,1,0
ICAR Natl Bur Plant Genet Resources,1,0
CSIR Indian Inst Chem Technol,2,16
Bahona Coll,1,4
GMR Inst Technol,2,7
KSCSTE Ctr Water Resources Dev & Management,1,0
Kerala State Pollut Control Board,1,0
Kerala State Council Sci Technol & Environm,1,0
JMI Univ,1,2
Al Falah Univ,1,2
Deen Dayal Upadhayay Vet Sci Univ & Cattle Res In,1,7
Birla Inst Technol & Sci Bits,1,78
Digital Training Dept,1,1
UP Pt Deen Dayal Upadhayay Pashu Chikitsa Vigyan,1,63
Dr DP Rastogi Cent Res Inst Homeopathy,1,7
Dr Anjali Chatterjee Reg Res Inst Homeopathy,1,7
Govt Kilpauk Med Coll,1,1
Sundaram Hlth Ctr,1,1
Gian Sagar Med Coll & Hosp,1,9
Indian Spinal Injuries Multispecialty Ctr,1,1
Medicity,1,32
Seth GSMC&KEM Hosp,1,32
Medicity Hosp,1,4
GH Raisoni Coll Engn,1,20
BS Coll Pharm,1,3
Samastipur Coll,1,13
Garden City Univ,1,22
Natl Inst Elect & Informat Technol NIELIT,1,0
Somaiya Superspecial Ctr,1,0
Medihope Hosp,1,0
Sanjeevani Hosp,1,0
Bhatia Hosp,1,0
Highland Superspecial Hosp,1,0
Karuna Hosp,1,0
Criticare Hosp & Res Ctr,1,0
Wockhardt Superspecial Hosp,1,0
Patel Clin,1,0
Rathod Nursing Home,1,0
ICCU,1,0
SANA Coll Pharm,1,2
Scott Christian Coll Autonomous,2,3
Manonmaniam Sundarnar Univ,1,0
Indian Inst Tedmol Bombay,1,6
Kerala Vet & Anim Sci Univ KVASU,1,6
Natl Inst Virol NIV,1,6
TMC Hosp,1,6
Natl Ctr Cell Sci NCCS,1,6
Inst Adv Virol,1,0
Moti Lal Nehru Med Coll,3,4
Cent Council Res Homoeopathy,1,0
Fdn Healthcare Technol Soc,1,0
Govt Stanley Med Coll,1,4
Muljibhai Patel Urol Hosp,3,11
Aditya Birla Hosp,1,4
Lancelot Kidney Ctr,1,4
Medanta Medic,2,8
Opal Hosp,1,4
Acharya Vinoba Bhave Rural Hosp,1,4
Neotia Getwel Healthcare Ctr,1,4
Global Hosp,3,16
Aaarupadai Veedu Med Coll & Hosp,1,13
Jawaharlal Inst Post Grad Med Educ & Res,1,13
Rabindra Bharati Univ,1,16
Malda Coll,3,119
Jawaharlal Nehru Univ JNU,2,45
Shroff SR Rotary Inst Chem Technol,1,41
Jawaharlal Nehru Technol Univ,1,0
Amaravathi Metropolitan Reg Dev Author,1,0
Swami Dayanand Hosp,1,0
Natl Inst Ind Engn,1,0
Fdn Med Res,1,0
Ctr Dev Studies,1,0
MedGenome Labs Ltd,1,1
SciGenom Labs Pvt Ltd,1,1
AgriGenome Labs Private Ltd,1,1
SciGenom Res Fdn,1,1
Holy Spirit Hosp,1,0
MAMC Med Coll & Lok Nayak Jai Prakash Narayan Hos,1,0
Topiwala Natl Med Coll & BYL Nair Charitable Hosp,2,0
Indian Coll Phys & Lilavati Hosp,1,0
Biocon Biol India Ltd,2,6
Indian Council Forestry Res & Educ,1,0
Bapaye Eye Hosp,2,0
Dr Agarwals Eye Hosp Sanpada,1,0
Lata Med Res Fdn,1,0
Dr Sampurnanand Med Coll,2,0
Maharashtra Inst Med Educ & Res,1,0
Meenakshi Acad Higher Educ & Res,2,10
Calcutta Med Coll,1,0
TN Med Coll & BYL Nair Charitable Hosp,1,0
MS Univ,1,0
SKUAST,1,0
Sher E Kashmir Inst Med Sci,1,0
Med Eth Soc,1,3
Samvedna Grp Hosp & Res Ctr,1,9
Peoples Coll Med Sci,1,9
Interact Res Sch Hlth Affairs IRSHA,1,9
KG Med Univ,1,9
Elect World Psychiat Assoc,1,9
MGIMS,1,9
BRAIN PSYCHO CLIN,1,9
Samvedna Happiness Hosp,1,2
Kamla Nehru Mem Hosp,1,2
Tribhuvan Univ,1,2
Nanjappa Hosp,1,0
Anubhuti Res Ctr,1,0
Ramaiah Inst Technol,1,0
Sastra Univ,1,3
SSSIHL,1,0
Ajay Kumar Garg Engn Coll,1,0
BEL,1,0
Goa Coll Pharm,1,0
OP Jindal Univ,1,0
Dist Malaria Off,1,2
Netaji Subhash Chandra Bose Med Coll,1,0
Indian Inst Technol Palakkad,3,30
Rajarshee Chhatrapati Shahu Maharaj Govt Med Coll,2,0
Postgrad Inst Med Educ & Res Chandigarh,2,4
Govt Med Coll Hosp GMCH,1,0
Nodal Officer Covid Volunteers Hlth,1,0
AIIMS Bhatinda,1,0
Volunteer Corona Sena Volunteer Grp,1,0
Corona Sena,1,0
Rajasthan Univ Hlth Sci,2,6
Indian Inst Sci Bangalore,2,1
CSIR Indian Inst Chem Technol CSIR IICT,2,8
CSIR Indian Inst Chem Technol CSIR IICT Dispensar,1,8
Quanta Calculus Pvt Ltd Kushinagar,1,0
Deen Dayal Upadhyay Gorakhpur Univ,1,0
Breach Candy Hosp,2,7
Kamaraj Coll Engn & Technol,1,0
Sassoon Gen Hosp,3,10
Sukanti Degree Coll,2,14
Fakir Mohan FM Univ,1,0
Ewing Christian Coll,1,8
GSK Himachal Pradesh Agr Univ,1,6
Rajiv Gandhi South Campus Banaras Hindu Univ,1,6
Tara Hosp,2,29
Visva Bharati,5,11
Panihati Mahavidyalaya,1,4
KJ Somaiya Coll Sci & Commerce,1,2
Jawaharlal Nehru Trop Bot Garden & Res Inst,1,0
Rajagiri Coll Social Sci Autonomous,1,0
CSIR Natl Inst Interdisciplinary Sci & Technol CS,1,0
Natl Environm Engn Res Inst,1,7
DRDO Ctr Life Sci,1,2
Sripat Singh Coll,1,3
Natl Inst TB & Resp Dis,1,1
MITS Sch Biotechnol,1,0
Ceut & Chem Healthcare Pvt Ltd,1,4
Indian Vet Res Inst IVRI,2,7
JSS AHER,1,4
GROW Soc,1,1
Regency Healthcare,1,1
Srivastava Hosp,1,6
ASCOMS Med Coll & Hosp,1,6
Lotus Hosp,2,7
VIGOS Hosp,1,6
Indian Assoc Gastrointestinal Endo Surg,1,1
Nayabasat PM Sikshaniketan,1,48
JNTUK,1,18
Sree Sai Dent Coll & Res Inst,1,18
LJ Inst Pharm,1,91
KB Inst Pharmaceut Educ & Res,1,91
Dayananda Sagar Univ,1,2
Madanapalle Inst Technol & Sci,2,4
VIT Bhopal Univ,2,3
ABV Indian Inst Informat Technol & Management,1,10
Resplendent Cosmet Studio,1,0
SGRDIMS & R,1,0
Hair Fair Skin Clin,1,0
VLCC Clin,1,0
LeJeune Grp Medspas,1,0
SYNOVACARE Clin,1,0
Hlth & Harmony Clin,1,0
Dermadent Skin & Dent Clin,1,0
Nair Dent Coll & Hosp,1,4
JCD Dent Coll Vidyapeeth,1,4
Union South East Asia Off,1,1
Dr DY Patil Inst Pharmaceut Sci & Res,1,1
SVKMs NMIMS,3,12
Homi Bhabha Canc Hosp & Res Ctr,1,1
Thryve,1,0
Int Union TB & Lung Dis,1,1
Yenepoya Deemed Be Univ,1,1
IFTM Univ,1,6
Heritage Inst Technol,1,6
Infosys,1,30
BV Raju Inst Technol,1,6
Govt MGM PG Coll,1,7
Def Res & Dev Org DRDO,1,7
Hlth Syst Res India Initiat HSRII,1,1
Ctr DNA Fingerprinting & Diagnost,1,1
Mil Hosp Kirkee,1,0
Jagan Inst Management Studies,1,8
Soc Appl Studies,2,1
Community Empowerment Lab,2,1
Maharani Lakshmi Ammanni Coll Women mLAC,1,0
mLAC,1,0
INHS Asvini,1,0
Nims Univ Rajasthan,1,0
Birla Inst Appl Sci BIAS,1,0
CSIR HRDC,2,1
VSSUT,1,0
Prasad V Potluri Siddhartha Inst Technol,1,0
GEC,1,0
Sri Ramakrishna Mission Vidyalaya Coll Arts & Sci,1,0
St Joseph Engn Coll,1,1
ESIC Med Coll & Post Grad Inst Med Sci & Res,1,0
Karnataka State Akkamahadevi Womens Univ,2,0
ICAR Indian Inst Spices Res,1,0
Lady Hardinge Med Coll & SSK Hosp,1,0
NIT Rourkella,1,0
CSIR Natl Environm Engn Res Inst NEERI,3,40
Teri Sch Adv Studies,1,2
Def Res & Dev Org DRDO HQ,1,2
Dept Ophthalmol,1,10
Chowdaiah Med Ctr,1,2
Apoorva Diabet Fdn,1,2
Natl Inst Mental Hlth & Neurosci NLMHANS,1,2
Univ Hlth Sci,1,2
Pt BDS Univ Hlth Sci,1,0
Gujarat Pollut Control Board GPCB,1,48
Indian Inst Management Kozhikode,2,24
Swami Vivekananda Yoga Anusandhana Samsthana,1,0
Sri Sri Inst Adv Res,1,0
SKIMS Med Coll,1,2
Govt NCT Delhi,1,0
Ch Charan Singh Univ,1,0
Affiliated Bharathidasan Univ,1,0
Medzome Life Sci Pvt Ltd,1,6
FORE Sch Management,1,0
Automot Res Assoc India,1,3
Gram Vikas,1,0
Woxsen Univ,2,11
Indian Inst Management IIM Rohtak,1,2
Hlth Syst Res India Initiat,1,1
Inst Microbial Technol,1,0
Econ Indian Inst Technol,1,1
SEWA Bharat,1,0
Mahatma Gandhi Mission Med Coll,1,10
All India Inst Med Sci Jodhpur,1,2
CSIR Adv Mat & Proc Res Inst AMPRI,1,5
Aditya Inst Technol & Management AITAM,1,1
Sri Sivani Coll Engn,1,1
MNNIT Allahabad,1,0
CSIR Natl Inst Interdisciplinary Sci & Technol,1,0
SCMS Sch Engn & Technol,1,0
Human Milk Banking Assoc India,1,1
Kalawati Saran Childrens Hosp,1,1
PATH India,1,1
Govt Coll Tokapal,1,1
LTMMC & Gen Hosp Sion,1,0
KRK Govt Degree Coll,1,1
Virinchi Super Specialty Hosp,1,1
GBR Super Specialty Hosp,1,1
TRR Govt Degree Coll,1,1
Sri Padmavati Mahila Visvavidyalayam Womens Univ,1,1
Charutar Vidya Mandal Univ,1,2
Sardar Patel Univ,1,2
Affiliated Manonmaniam Sundamar Univ,1,3
Shri Vile Parle Kelavani Mandals Inst Pharm,1,3
JKK Nattraja Coll Pharm,1,0
Aster Medc,2,3
Dept Internal Med,1,2
Ctr Arthrit & Rheumatism Excellence CARE,1,12
Sri Chitra Tirunal Inst Med Sci & Technol,2,47
Apollo Proton Canc Ctr,2,8
Woodlands Multispecial Hosp Ltd,1,19
Inst Liver & Biliary Sci ILBS,1,55
Inst Liver & Biliary Sci LBS,1,55
Baby Mem Hosp,1,39
Santi Hosp,1,39
Panineeya Inst Dent Sci & Hosp,1,28
BMC,1,28
Rajas Dent Coll & Hosp,1,0
Jawaharlal Nehru Canc Hosp & Res Ctr,1,0
Veer Kunwar Singh Univ,3,8
Asha Brain & Spine Ctr,1,14
Rajiv Gandhi Super Specialty Hosp,1,0
Punjab Biotechnol Incubators,1,5
Reg Adv Water Testing Lab,1,5
Natl AIDS Res Inst,1,8
Indian Inst Publ Hlth Hyderabad,1,12
Sunshine Hosp,1,7
Balaji Hosp,1,7
Ravi Helios Hosp,1,7
Symbiosis Int Univ,1,1
Gen Hosp Junct,1,1
Reg Med Res Ctr ICMR,1,0
Indra Gandhi Natl Open Univ,1,0
Ujjain Engn Coll,1,0
Asian Inst Gatroenterol,1,6
LTMG Hosp,1,3
Kidney Associates Pvt Ltd,1,3
Melmaruvathur Adhiparasakthi Inst Med Sci & Res,1,7
Dr DY Patil Univ,1,2
Mol Pharma Pvt Ltd,1,7
Cent Sci Instruments Org,2,13
Advancells Grp,2,20
Sardarkrushinagar Dantiwada Agr Univ,1,1
Saurashtra Univ,1,1
Aryabhatta Res Inst Observat Sci ARIES,1,10
42 Vrindavan Gardens B,1,0
APJ Abdul Kalam Technol Univ,1,0
Integrated Canc Genom Lab,1,8
Shilpee Dutt Lab,1,8
Chilkapati Lab,1,8
Adv Ctr Treatment Res & Educ Canc,1,8
Ramkrishna Mission Vivekananda Educ & Res Inst,1,0
Ctr Res Environm Sci & Technol Policy CREST,1,1
Bengaluru City Univ,1,1
Jamal Mohamed Coll,1,4
Dr BR Ambedkar Natl Inst Technol,1,1
Shobhit Univ Gangoh,1,1
Natl Neurosci Inst Mental Hlth & Neurosci,1,1
AKIs Poona Coll Arts Sci & Commerce,2,27
Avinashilingam Inst Home Sci & Higher Educ,1,6
Bharat Biotech,2,12
Biol E Ltd,1,12
Indian Immunol Ltd,1,12
Serum Inst India,1,12
Zydus Cadila,1,12
Islamia Coll Sci & Commerce,1,2
Gayatri Vidya Parishad Med Coll & Hosp,1,6
SSK Hosp,1,1
Indian Soc Clin Oncol,1,1
BJ Hosp,1,311
SMS Hosp,1,311
Joshi Clin & Lilavati Hosp,1,6
GGDSD Coll,1,0
CSIR IGIB,2,0
CSIR Cent Leather Res Inst CLRI,1,0
Indo Soviet Friendship Coll Pharm ISFCP,1,0
Pacific Med Univ,1,0
Pacific Univ Udaipur,1,0
Pacific Univ,1,0
Govt Degree Coll Baramull,1,0
Degree Coll,1,0
KLE Univ Coll Pharm,1,0
Cent Univ Himachal Pradesh,1,0
ICMR Natl Inst Tradit Med,3,6
Xavier Univ,2,6
NCAER Natl Data Innovat Ctr,1,1
GB Pant Inst Postgrad Med Educ & Res,1,0
Children Orthoped Hosp,1,0
Acharya Shri Chander Coll Med Sci Hosp,1,0
Lung Bulletin,1,0
Jaipuria Inst Management Noida,1,0
Cloudnine Hosp,1,11
Indegene Pvt Ltd,1,1
Reliance Ind Ltd,2,4
Mata Gujri Coll,1,10
Tumkur Univ,1,3
AA Ind,2,31
Mother Teresa Womens Univ,1,0
Dwaraka Doss Goverdhan Doss Vaishnav Coll,1,0
Natl Inst Technol Puducherry,1,0
Abada Nsup Sch,1,0
Info Inst Engn,1,0
PSG Coll Technol,1,0
Guru Teg Bahadur Hosp,1,9
Datta Meghe Inst Med Sci Deemed Univ,1,0
Global Inst Publ Hlth,1,0
Aster CMI Hosp Bangalore,1,3
Aarti Clin,1,0
Inst Med Sci & SUM Hosp,1,0
Cent Univ,1,2
Air Cleaning & Contaminat Control Engn,1,2
NITTE Univ,1,2
Super Special Paediat Hopsital,1,2
Post Grad Teaching Inst,2,6
Apex Hosp,1,0
Madras Christian Coll,2,0
Meenakshi Ammal Dent Coll & Hosp,1,0
Ramaiah Publ Policy Ctr,1,0
RML Hosp,1,1
Sch Pharmaceut Educ & Res,1,2
AgriGenome Labs Pvt Ltd,1,1
Asthagiri Herbal Res Fdn,1,1
Bijupatnaik Univ technol,1,0
Indira Gandhi Inst Technol,1,0
Tea Res Assoc,1,5
ILBS,1,0
Dr Kandharis Skin & Dent Clin,1,0
Skin Alive Clin,1,0
Dr Shettys Skin & Cosmet Clin,1,0
Render Skin & Hair Clin,1,0
CSIR CIMAP,1,1
Natl Inst Technol Kurukshetra,2,0
Dr HL Trivedi Inst Transplantat Sci IKDRC ITS,1,0
Aster MIMS Hosp,1,0
Rabindranath Tagore Int Inst Cardiac Sci,2,7
Postgrad Inst Med Educ & Res Chandigarh PGIMER,1,0
Virinchi Hosp,1,0
Charnock Hosp,1,0
VPS Lakeshore Hosp,1,0
Medanta Inst Kidney & Urol,1,0
MIT Hosp & Res Inst,1,0
Manipal Hosp Whitefield,1,0
BGS Global Hosp,1,0
Dr HL Trivedi Inst Transplantat Sci IKDRC Its,1,7
Kidney Care Clin,1,7
IKDRC ITS,2,7
Apollo Hosp Int Ltd,1,7
Gujarat Kidney Fdn,1,7
Civil Hosp,1,7
Women Global Hlth,1,0
Int Agcy Prevent Blindness,1,44
Int Soc Geog & Epidemiol Ophthalmol,1,44
Vis Eye Care & Res Ctr,1,58
Aravind Eye Care Syst,1,58
Sadguru Netra Chikitsalaya,1,58
Dr Agarwals Eye Hosp,1,58
Organised Med Acad Guild,1,58
Med Educ & Res Maharashtra State,1,58
Indian Retinopathy Prematur Soc,1,58
Bababsaheb Ambedkar Hosp New Delhi,1,58
Chakrabarti Eye Care Ctr,2,62
Aditya Jyot Eye Inst,1,58
Eye Fdn,2,62
Disha Eye Hosp,2,62
Nirmals Eye Hosp,1,58
BB Eye Fdn,2,62
Narang Eye Care & Laser Ctr,1,58
Agarwals Eye Hosp,1,64
HBNI,2,5
Divakars Special Hosp,1,91
Tata Mem Ctr & HBNI,1,4
Maharaja Surajmal Inst Technol,2,0
Mahendra Inst Technol,1,0
CMR Tech Campus,1,0
GSSS Inst Engn & Technol Women,1,0
Indian Council Med Res Natl Inst Virol,1,6
Armed Forces Med Coll AFMC,1,6
Krantisinh Nana Patil Coll Vet Sci,2,9
Tirunelveli Dakshinamara Nadar Sangam TDMNS Coll,1,0
St Xavier Res Fdn,1,0
CIPET Inst Plast Technol IPT,1,0
Def Inst Adv Technol DU,1,0
IIIT Kota,1,6
Vardhaman Mahavir Med Coll,1,0
Safdajung Hosp,1,0
Christ Deemed Be Univ,1,0
Gokhale Eye Hosp,1,5
Cornea Soc India,1,5
Eye Bank Assoc India,1,5
AIOS & EBAI Expert Grp,1,5
Nrayana Nethralaya,1,3
Shekar Eye Hosp,1,4
Dr Agarwals Eye Hosp & Eye Res Ctr,1,4
Choithram Netralaya,1,4
Sri Sadhguru Sewa Sangh Trust,1,4
Mehta Int Eye Inst,1,4
Drishti Eye Inst,1,4
Viss Eye Ctr,1,4
DDU Hosp,1,4
Harsha Sai Eye Hosp,1,4
Prasad Netralaya,1,4
MM Joshi Eye Hosp,1,4
Kumaran Eye Special Ctr,1,4
Rajan Eye Care Hosp,1,4
Dr Om Parkash Eye Inst,1,4
JJ Eye Hosp,1,4
Anand Eye Hosp,1,4
Nethradhama Hosp Pvt Ltd,1,4
Navjyoti Eye Hosp,1,4
Narayana Nethralaya 2,1,4
AIOS & GSI Expert Grp,1,4
Horus Specialty Eye Care,1,3
Aravind Eye Care,1,3
Med Inst PGIMER,1,3
Operat Eyesight Univ,1,3
Apollo Canc Inst,1,3
Narayana Hlth City,1,3
Cytecare Canc Hosp,1,3
Noble Eye Care,1,6
Baroda Children Eyecare & Squint Clin,1,6
Dr Rajendra Prasad Ctr Ophthalm Sci,1,4
Tirupati Eye Ctr,1,7
Helyxon,1,7
Manas Hosp,1,7
All India Inst Ophthalm Sci,1,7
Sarvodaya Eyecare Experts,1,6
KB Haji Bachooali Eye Hosp,1,6
Agashe Hosp,1,6
Crystal Clear Eye Inst,1,6
Apex,1,6
iRetina,1,6
JB Eye Care & Retina Ctr,1,3
Athreya Retinal Ctr,1,3
Future Vis Eye Care & Senguptas Res Acad,1,3
Swami Ram Himalayan Univ,1,7
UP Univ Med Sci,1,22
SMS Med Coll Hosp,1,2
Deep Childrens Hosp & Res Ctr,1,15
Indian Inst Informat Technol Pune,1,0
Indian Inst Technol Jodhpur All India Inst Med Sc,1,0
ICGEB Emory Vaccine Ctr,1,1
Shaheed Hasan Khan Mewat Govt Med Coll,1,1
Natl Inst Disaster Management,1,0
Govt Med Coll & Hosp 32,1,0
Acad Maritime Educ & Training AMET Deemed Univ,1,3
Mohamed Sathak Coll Arts & Sci,1,3
Pune Symbiosis Deemed Univ,1,0
Ecosphere,1,0
Basaveshwar Engn Coll,1,0
VTU,1,0
Mesh Dynam,1,0
Indian Inst Management Raipur,1,0
Def Res & Dev Org Brig,1,0
BS Anangpuria Inst Pharm,1,0
Baroda Med Coll,1,0
HCG Canc Ctr,1,0
Indira Gandhi Med Coll & Res Inst,1,0
Bharati Vidyapeeth Deemed Univ Med Coll,1,0
Raja Narendralal Khan Womens Coll,1,22
Cognizant KNC,1,3
JSS Acad Higher Educ & Res Deemed Univ,1,3
Fortis Escorts Heart Inst,1,1
Pratima Inst Med Sci,1,14
Natl Inst Ind Engn NITIE,2,46
Dr NGP Inst Technol,1,28
Sri Ramakrishna Engn Coll,1,28
ICFAI Fdn Higher Educ,1,29
Ctr Econ & Social Studies CESS,1,27
Indian Inst Chem Biol,1,38
Mahatma Gandhi Vidyamandirs Pharm Coll,1,23
GIOSTAR Res Inc Pvt Ltd,1,3
Natl Res Ctr Camel,1,5
Mohak Bariatr & Robot Surg Ctr Indore,1,2
Mantha Heart Clin,1,4
Govt Hosp,1,0
Birla Inst Sci Res Statue Circle,1,40
SPARC,1,97
Urban Hlth Resource Ctr,1,97
Ram Manohar Lohia Hosp,1,19
Homi Bhabha Natl Univ,1,4
Dr DY Patil Vidyapeeth DPU,1,29
Ctr Rheumat Dis,1,29
Sassoon Gen Hosp BJGMC & SGH,1,2
Indian Pharmacopoeia Commiss,1,1
Amrita Vishwa Vidyapeetham Univ,1,0
Employees State Insurance Corp ESIC Med Coll & Ho,1,4
Karpaga Vinayaga Inst Med Sci & Res,1,1
Aravind Eye Hosp AEH,1,1
Dept Paediat Ophthalmol & Strabismus AEH Pondiche,1,1
AEH Coimbatore,1,1
AEH Tirunelveli,1,1
AEH Salem,1,1
AEH Chennai,1,1
AEH Madurai,1,1
Eyecare LV Prasad Eye Inst,1,2
Brien Holden Eye Res Ctr,1,2
Kalinga Inst Med Sci,3,1
Tarabai Desai Eye Hosp & Res Ctr,1,1
Adv Eye Hosp,1,0
Ocular Trauma Soc India,1,0
Ratan Jyoti Netralaya Opthalm Inst & Res Ctr,1,0
Aravind Eye Hosp & Post Grad Inst Ophthalmol,1,2
Kohinoor Hosp,1,6
VHS Infect Dis Med Ctr,1,2
Teerthanker Mahaveer Univ,1,1
AIPT,1,0
Galgotias Coll Engn & Technol I,1,11
AMU,2,8
Atal Bihari Vajpayee Inst Med Sci & Dr Ram Manoha,1,1
RUHS Univ Rajasthan,1,4
Eurofins Advinus,1,0
Datta Meghe Med Coll,1,0
Consultant Sushrut ENT Hosp & Dr Khans ENT Res Ct,1,0
Sanjay Gandhi Post Grad Inst Nucl Med,1,4
ICMR Natl Aids Res Inst,1,6
State TB Training & Demonstrat Ctr STDC,1,6
STDC,1,6
Directorate Publ Hlth & Family Welf,1,6
Agartala Govt Med Coll,1,0
SRM Univ Delhi NCR Sonepat,1,1
NIT Delhi,1,1
Indian Inst Management Calcutta,2,24
CSIR Indian Inst Technol,1,15
GMC & Sir JJ Grp Hosp,1,74
Indian Acad Neurol,1,74
World Vegetable Ctr,1,16
IPGME&R,1,2
Nilratan Sircar Med Coll,1,2
United Grp Inst,1,3
Tamil Nadu Dr MGR Med Univ,1,10
All India Inst Med Sci Jodphur,1,1
Sawai Man Singh Med Coll & Hosp,1,1
SP Med Coll,1,1
UP Pt Deen Dayal Upadhyaya Vet Sci Univ & Cattle,1,0
Sri Sankara Arts & Sci Coll,1,0
Teerthanker Mahaveer Med Coll,1,2
Vigor Life Sci,1,0
Veeda Clin Res,1,0
Morarji Desai Natl Inst Yoga,2,6
Shroff Eye Hosp,1,0
BJ Govt Med Coll,2,11
Karpagam Fac Med Sci & Res,1,0
TANTRANSCO,1,25
TANGEDCO,1,25
Inst Infect Dis,1,0
Poona Hosp & Res Ctr,1,0
Star Imaging Res Ctr,1,0
West Bengal Univ Hlth Sci,3,0
Jaypee Hosp,1,0
Univ Mumbai,2,12
Gujarat Biotechnol Res Ctr,2,10
Calcutta Inst Pharmaceut Technol & AHS,1,4
NSS Hindu Coll,1,38
Univ Coll,1,38
Diamond Harbour Med Coll,1,34
Murshidabad Med Coll & Hosp,1,34
ESI PGIMSR,1,34
Dept Community Med,1,34
ESIC Med Coll,1,34
Coll Med & JNM Hosp,1,24
PVNR Telangana Vet Univ,1,0
Govt Telangana,1,0
Def Inst Adv Technol DIAT,1,0
Inst Engn & Management,2,0
Andhra Med Coll,1,0
ABVIMS & Dr RML Hosp,1,1
MEDENS Hosp,1,0
VMMC,1,0
Med Coll Kolkata,1,0
GMC,1,0
CHILDS Trust Med Res Fdn CTMRF,1,0
Super Special Paediat Hosp,1,4
DY Patil Educ Soc Inst Deemed Univ,1,14
GITAM Deemed Be Univ,1,13
KIIT Deemed Be Univ,1,23
KC Publ Sch,1,23
Indian Inst Technol BHU Varanasi,1,14
Tata Mem Hosp Annexe,1,4
Manonmaniam Sundranar Univ,1,22
Mankind Res Ctr,1,2
NEERI,1,6
United Nations Environm Programme,1,6
ESSO Indian Natl Ctr Ocean Informat Serv,1,0
LM Thapar Sch Management,1,14
Sri Balaji Vidyapeeth Deemed Be Univ,1,1
Govt Coll,1,3
Max Canc Ctr,1,0
MSR Med Coll,1,0
VNS Grp Inst,1,0
Shaheed Mangal Pandey Govt PG Coll,1,0
Nizam Inst Med Sci,1,2
Gujarat State Biotechnol Mission,1,0
Windlas Biotech Pvt Ltd,1,2
Dr DY Patil Med Coll Hosp & Res Ctr,1,1
Indian Vet Res Inst IVR,1,0
Robert Bosch Engn & Business Solut Private Ltd He,1,0
Sri Shakthi Inst Engn & Technol,1,0
Kerala Vet & Anim Sci Univ,1,0
Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan,1,0
Natl Engn Coll,3,2
Council Sci & Ind Res CSIR,2,4
Soc Hlth Alternat SAHAJ,1,0
Univ Coll Engn Tindivanam,1,0
Thapa Thapar Inst Engn & Technol,1,1
Apollo Inst Med Sci & Res,1,0
Guru Ghasidas Cent Univ,1,0
Apollo Coll Pharm,1,0
Dr CV Raman Univ,1,0
Texas Instruments Inc,1,0
Uttarakhand Council Biotechnol,1,0
Smt Sucheta Kriplani Hosp & Lady Hardinge Med Col,1,0
RG Kar Med Coll,1,0
Noble Hosp & Res Ctr,1,0
Sri Ramachandra Inst Higher Educ & Res DU,1,0
PJTSAU,1,0
Natl Inst Interdisciplinary Sci & Technol NIIST,1,0
Cent Plantat Crops Res Inst CPCRI,1,0
Bidhan Chandra Krishi Viswavidyalaya,1,1
South Asia Off,1,1
ZS Associates,1,0
Sch Comp & Syst Sci,1,0
Jawharlal Nehru Univ,1,0
Sri Sri Krishnadevaraya Univ,1,1
Indian Inst Management Kashipur,1,0
Finance Profess,1,0
Technol Media & Telecommun TMT Practice Grp Firm,1,0
CIPL,1,1
Emami Ltd 13,1,0
BML Munjal Univ,1,2
MAHE MIT Univ,1,2
RayEye,1,2
St Gadge Baba Amravati Univ,1,11
Inst Sci,1,11
Govt Raza PG Coll,1,3
Sadguru Netra Chikitsalya & Postgrad Inst Ophthal,1,2
SGRR Inst Med & Hlth Sci,1,0
Alkesh Dinesh Mody Inst Financial & Management St,1,14
Somaiya Vidyavihar Univ,1,14
Indira Gandhi Ctr Atom Res,1,1
All India Inst Med Sci AIIMS New Delhi,1,5
Dibru Coll,1,1
DRDO,1,9
Sci Biominds,1,1
Baddi Univ Emerging Sci & Technol,1,0
Markham Coll Commerce,1,8
Gandhi Inst Excellent Technocrats,1,8
Univ Coll Engn & Technol,1,8
Vinoba Bhave Univ,1,8
Ramgarh Engn Coll,1,8
Amity Univ Mumbai,1,12
Space Geeks,1,12
Craft Hosp & Res Ctr,1,45
Inst Math Sci IMSc,1,7
Natl Inst Sci Educ & Res NISER,1,7
Dr Khuroos Med Clin,1,19
All India Inst Med Sci Bhopal,1,5
