name,type
Maharashtra Inst Med Educ & Res,Institute
Meenakshi Acad Higher Educ & Res,Academy
Calcutta Med Coll,College
TN Med Coll & BYL Nair Charitable Hosp,College
MS Univ,University
SKUAST,None
Sher E Kashmir Inst Med Sci,Institute
Med Eth Soc,None
Samvedna Grp Hosp & Res Ctr,Hospital
Peoples Coll Med Sci,College
Interact Res Sch Hlth Affairs IRSHA,Research Center
KG Med Univ,University
Elect World Psychiat Assoc,None
MGIMS,None
BRAIN PSYCHO CLIN,Hospital
Samvedna Happiness Hosp,Hospital
Kamla Nehru Mem Hosp,Hospital
Tribhuvan Univ,University
Nanjappa Hosp,Hospital
Anubhuti Res Ctr,Research Center
Ramaiah Inst Technol,Institute
Sastra Univ,University
SSSIHL,None
Ajay Kumar Garg Engn Coll,College
BEL,None
Goa Coll Pharm,College
OP Jindal Univ,University
Dist Malaria Off,None
Netaji Subhash Chandra Bose Med Coll,College
Indian Inst Technol Palakkad,Institute
Rajarshee Chhatrapati Shahu Maharaj Govt Med Coll,College
Postgrad Inst Med Educ & Res Chandigarh,Institute
Govt Med Coll Hosp GMCH,College
Nodal Officer Covid Volunteers Hlth,None
AIIMS Bhatinda,None
Volunteer Corona Sena Volunteer Grp,None
Corona Sena,None
Rajasthan Univ Hlth Sci,University
Indian Inst Sci Bangalore,Institute
CSIR Indian Inst Chem Technol CSIR IICT,Institute
CSIR Indian Inst Chem Technol CSIR IICT Dispensar,Institute
Quanta Calculus Pvt Ltd Kushinagar,None
Deen Dayal Upadhyay Gorakhpur Univ,University
Breach Candy Hosp,Hospital
Kamaraj Coll Engn & Technol,College
Sassoon Gen Hosp,Hospital
Sukanti Degree Coll,College
Fakir Mohan FM Univ,University
Ewing Christian Coll,College
GSK Himachal Pradesh Agr Univ,University
Rajiv Gandhi South Campus Banaras Hindu Univ,University
Tara Hosp,Hospital
Visva Bharati,None
Panihati Mahavidyalaya,None
KJ Somaiya Coll Sci & Commerce,College
Jawaharlal Nehru Trop Bot Garden & Res Inst,Institute
Rajagiri Coll Social Sci Autonomous,College
CSIR Natl Inst Interdisciplinary Sci & Technol CS,Institute
Natl Environm Engn Res Inst,Institute
DRDO Ctr Life Sci,Research Center
Sripat Singh Coll,College
Natl Inst TB & Resp Dis,Institute
MITS Sch Biotechnol,School
Ceut & Chem Healthcare Pvt Ltd,None
Indian Vet Res Inst IVRI,Institute
JSS AHER,None
GROW Soc,None
Regency Healthcare,None
Srivastava Hosp,Hospital
ASCOMS Med Coll & Hosp,College
Lotus Hosp,Hospital
VIGOS Hosp,Hospital
Indian Assoc Gastrointestinal Endo Surg,None
Nayabasat PM Sikshaniketan,None
JNTUK,None
Sree Sai Dent Coll & Res Inst,Institute
LJ Inst Pharm,Institute
KB Inst Pharmaceut Educ & Res,Institute
Dayananda Sagar Univ,University
Madanapalle Inst Technol & Sci,Institute
VIT Bhopal Univ,University
ABV Indian Inst Informat Technol & Management,Institute
Resplendent Cosmet Studio,Research Center
SGRDIMS & R,None
Hair Fair Skin Clin,Hospital
VLCC Clin,Hospital
LeJeune Grp Medspas,None
SYNOVACARE Clin,Hospital
Hlth & Harmony Clin,Hospital
Dermadent Skin & Dent Clin,Hospital
Nair Dent Coll & Hosp,College
JCD Dent Coll Vidyapeeth,College
Union South East Asia Off,None
Dr DY Patil Inst Pharmaceut Sci & Res,Institute
SVKMs NMIMS,None
Homi Bhabha Canc Hosp & Res Ctr,Hospital
Thryve,None
Int Union TB & Lung Dis,None
Yenepoya Deemed Be Univ,University
IFTM Univ,University
Heritage Inst Technol,Institute
Infosys,None
BV Raju Inst Technol,Institute
Govt MGM PG Coll,College
Def Res & Dev Org DRDO,Research Center
Hlth Syst Res India Initiat HSRII,Research Center
Ctr DNA Fingerprinting & Diagnost,Research Center
Mil Hosp Kirkee,Hospital
Jagan Inst Management Studies,Institute
Soc Appl Studies,None
Community Empowerment Lab,None
Maharani Lakshmi Ammanni Coll Women mLAC,College
mLAC,None
INHS Asvini,None
Nims Univ Rajasthan,University
Birla Inst Appl Sci BIAS,Institute
CSIR HRDC,None
VSSUT,None
Prasad V Potluri Siddhartha Inst Technol,Institute
GEC,None
Sri Ramakrishna Mission Vidyalaya Coll Arts & Sci,College
St Joseph Engn Coll,College
ESIC Med Coll & Post Grad Inst Med Sci & Res,Institute
Karnataka State Akkamahadevi Womens Univ,University
ICAR Indian Inst Spices Res,Institute
Lady Hardinge Med Coll & SSK Hosp,College
NIT Rourkella,None
CSIR Natl Environm Engn Res Inst NEERI,Institute
Teri Sch Adv Studies,School
Def Res & Dev Org DRDO HQ,Research Center
Dept Ophthalmol,None
Chowdaiah Med Ctr,Research Center
Apoorva Diabet Fdn,None
Natl Inst Mental Hlth & Neurosci NLMHANS,Institute
Univ Hlth Sci,University
Pt BDS Univ Hlth Sci,University
Gujarat Pollut Control Board GPCB,None
Indian Inst Management Kozhikode,Institute
Swami Vivekananda Yoga Anusandhana Samsthana,None
Sri Sri Inst Adv Res,Institute
SKIMS Med Coll,College
Govt NCT Delhi,None
Ch Charan Singh Univ,University
Affiliated Bharathidasan Univ,University
Medzome Life Sci Pvt Ltd,None
FORE Sch Management,School
Automot Res Assoc India,Research Center
Gram Vikas,None
Woxsen Univ,University
Indian Inst Management IIM Rohtak,Institute
Hlth Syst Res India Initiat,Research Center
Inst Microbial Technol,Institute
Econ Indian Inst Technol,Institute
SEWA Bharat,None
Mahatma Gandhi Mission Med Coll,College
All India Inst Med Sci Jodhpur,Institute
CSIR Adv Mat & Proc Res Inst AMPRI,Institute
Aditya Inst Technol & Management AITAM,Institute
Sri Sivani Coll Engn,College
MNNIT Allahabad,None
CSIR Natl Inst Interdisciplinary Sci & Technol,Institute
SCMS Sch Engn & Technol,School
Human Milk Banking Assoc India,None
Kalawati Saran Childrens Hosp,Hospital
PATH India,None
Govt Coll Tokapal,College
LTMMC & Gen Hosp Sion,Hospital
KRK Govt Degree Coll,College
Virinchi Super Specialty Hosp,Hospital
GBR Super Specialty Hosp,Hospital
TRR Govt Degree Coll,College
Sri Padmavati Mahila Visvavidyalayam Womens Univ,University
Charutar Vidya Mandal Univ,University
Sardar Patel Univ,University
Affiliated Manonmaniam Sundamar Univ,University
Shri Vile Parle Kelavani Mandals Inst Pharm,Institute
JKK Nattraja Coll Pharm,College
Aster Medc,None
Dept Internal Med,None
Ctr Arthrit & Rheumatism Excellence CARE,Research Center
Sri Chitra Tirunal Inst Med Sci & Technol,Institute
Apollo Proton Canc Ctr,Research Center
Woodlands Multispecial Hosp Ltd,Hospital
Inst Liver & Biliary Sci ILBS,Institute
Inst Liver & Biliary Sci LBS,Institute
Baby Mem Hosp,Hospital
Santi Hosp,Hospital
Panineeya Inst Dent Sci & Hosp,Institute
BMC,None
Rajas Dent Coll & Hosp,College
Jawaharlal Nehru Canc Hosp & Res Ctr,Hospital
Veer Kunwar Singh Univ,University
Asha Brain & Spine Ctr,Research Center
Rajiv Gandhi Super Specialty Hosp,Hospital
Punjab Biotechnol Incubators,None
Reg Adv Water Testing Lab,None
Natl AIDS Res Inst,Institute
Indian Inst Publ Hlth Hyderabad,Institute
Sunshine Hosp,Hospital
Balaji Hosp,Hospital
Ravi Helios Hosp,Hospital
Symbiosis Int Univ,University
Gen Hosp Junct,Hospital
Reg Med Res Ctr ICMR,Research Center
Indra Gandhi Natl Open Univ,University
Ujjain Engn Coll,College
Asian Inst Gatroenterol,Institute
LTMG Hosp,Hospital
Kidney Associates Pvt Ltd,None
Melmaruvathur Adhiparasakthi Inst Med Sci & Res,Institute
Dr DY Patil Univ,University
Mol Pharma Pvt Ltd,None
Cent Sci Instruments Org,Institute
Advancells Grp,None
Sardarkrushinagar Dantiwada Agr Univ,University
Saurashtra Univ,University
Aryabhatta Res Inst Observat Sci ARIES,Institute
42 Vrindavan Gardens B,None
APJ Abdul Kalam Technol Univ,University
Integrated Canc Genom Lab,None
Shilpee Dutt Lab,None
Chilkapati Lab,None
Adv Ctr Treatment Res & Educ Canc,Research Center
Ramkrishna Mission Vivekananda Educ & Res Inst,Institute
Ctr Res Environm Sci & Technol Policy CREST,Research Center
Bengaluru City Univ,University
Jamal Mohamed Coll,College
Dr BR Ambedkar Natl Inst Technol,Institute
Shobhit Univ Gangoh,University
Natl Neurosci Inst Mental Hlth & Neurosci,Institute
AKIs Poona Coll Arts Sci & Commerce,College
Avinashilingam Inst Home Sci & Higher Educ,Institute
Bharat Biotech,None
Biol E Ltd,None
Indian Immunol Ltd,None
Serum Inst India,Institute
Zydus Cadila,None
Islamia Coll Sci & Commerce,College
Gayatri Vidya Parishad Med Coll & Hosp,College
SSK Hosp,Hospital
Indian Soc Clin Oncol,Hospital
BJ Hosp,Hospital
SMS Hosp,Hospital
Joshi Clin & Lilavati Hosp,Hospital
GGDSD Coll,College
CSIR IGIB,None
CSIR Cent Leather Res Inst CLRI,Institute
Indo Soviet Friendship Coll Pharm ISFCP,College
Pacific Med Univ,University
Pacific Univ Udaipur,University
Pacific Univ,University
Govt Degree Coll Baramull,College
Degree Coll,College
KLE Univ Coll Pharm,College
Cent Univ Himachal Pradesh,University
ICMR Natl Inst Tradit Med,Institute
Xavier Univ,University
NCAER Natl Data Innovat Ctr,Research Center
GB Pant Inst Postgrad Med Educ & Res,Institute
Children Orthoped Hosp,Hospital
Acharya Shri Chander Coll Med Sci Hosp,College
Lung Bulletin,None
Jaipuria Inst Management Noida,Institute
Cloudnine Hosp,Hospital
Indegene Pvt Ltd,None
Reliance Ind Ltd,None
Mata Gujri Coll,College
Tumkur Univ,University
AA Ind,None
Mother Teresa Womens Univ,University
Dwaraka Doss Goverdhan Doss Vaishnav Coll,College
Natl Inst Technol Puducherry,Institute
Abada Nsup Sch,School
Info Inst Engn,Institute
PSG Coll Technol,College
Guru Teg Bahadur Hosp,Hospital
Datta Meghe Inst Med Sci Deemed Univ,Institute
Global Inst Publ Hlth,Institute
Aster CMI Hosp Bangalore,Hospital
Aarti Clin,Hospital
Inst Med Sci & SUM Hosp,Institute
Cent Univ,University
Air Cleaning & Contaminat Control Engn,None
NITTE Univ,University
Super Special Paediat Hopsital,None
Post Grad Teaching Inst,Institute
Apex Hosp,Hospital
Madras Christian Coll,College
Meenakshi Ammal Dent Coll & Hosp,College
Ramaiah Publ Policy Ctr,Research Center
RML Hosp,Hospital
Sch Pharmaceut Educ & Res,Research Center
AgriGenome Labs Pvt Ltd,None
Asthagiri Herbal Res Fdn,Research Center
Bijupatnaik Univ technol,University
Indira Gandhi Inst Technol,Institute
Tea Res Assoc,Research Center
ILBS,None
Dr Kandharis Skin & Dent Clin,Hospital
Skin Alive Clin,Hospital
Dr Shettys Skin & Cosmet Clin,Hospital
Render Skin & Hair Clin,Hospital
CSIR CIMAP,None
Natl Inst Technol Kurukshetra,Institute
Dr HL Trivedi Inst Transplantat Sci IKDRC ITS,Institute
Aster MIMS Hosp,Hospital
Rabindranath Tagore Int Inst Cardiac Sci,Institute
Postgrad Inst Med Educ & Res Chandigarh PGIMER,Institute
Virinchi Hosp,Hospital
Charnock Hosp,Hospital
VPS Lakeshore Hosp,Hospital
Medanta Inst Kidney & Urol,Institute
MIT Hosp & Res Inst,Institute
Manipal Hosp Whitefield,Hospital
BGS Global Hosp,Hospital
Dr HL Trivedi Inst Transplantat Sci IKDRC Its,Institute
Kidney Care Clin,Hospital
IKDRC ITS,None
Apollo Hosp Int Ltd,Hospital
Gujarat Kidney Fdn,None
Civil Hosp,Hospital
Women Global Hlth,None
Int Agcy Prevent Blindness,None
Int Soc Geog & Epidemiol Ophthalmol,None
Vis Eye Care & Res Ctr,Research Center
Aravind Eye Care Syst,None
Sadguru Netra Chikitsalaya,None
Dr Agarwals Eye Hosp,Hospital
Organised Med Acad Guild,Academy
Med Educ & Res Maharashtra State,Research Center
Indian Retinopathy Prematur Soc,None
Bababsaheb Ambedkar Hosp New Delhi,Hospital
Chakrabarti Eye Care Ctr,Research Center
Aditya Jyot Eye Inst,Institute
Eye Fdn,None
Disha Eye Hosp,Hospital
Nirmals Eye Hosp,Hospital
BB Eye Fdn,None
Narang Eye Care & Laser Ctr,Research Center
Agarwals Eye Hosp,Hospital
HBNI,None
Divakars Special Hosp,Hospital
Tata Mem Ctr & HBNI,Research Center
Maharaja Surajmal Inst Technol,Institute
Mahendra Inst Technol,Institute
CMR Tech Campus,None
GSSS Inst Engn & Technol Women,Institute
Indian Council Med Res Natl Inst Virol,Institute
Armed Forces Med Coll AFMC,College
Krantisinh Nana Patil Coll Vet Sci,College
Tirunelveli Dakshinamara Nadar Sangam TDMNS Coll,College
St Xavier Res Fdn,Research Center
CIPET Inst Plast Technol IPT,Institute
Def Inst Adv Technol DU,Institute
IIIT Kota,None
Vardhaman Mahavir Med Coll,College
Safdajung Hosp,Hospital
Christ Deemed Be Univ,University
Gokhale Eye Hosp,Hospital
Cornea Soc India,None
Eye Bank Assoc India,None
AIOS & EBAI Expert Grp,None
Nrayana Nethralaya,None
Shekar Eye Hosp,Hospital
Dr Agarwals Eye Hosp & Eye Res Ctr,Hospital
Choithram Netralaya,None
Sri Sadhguru Sewa Sangh Trust,None
Mehta Int Eye Inst,Institute
Drishti Eye Inst,Institute
Viss Eye Ctr,Research Center
DDU Hosp,Hospital
Harsha Sai Eye Hosp,Hospital
Prasad Netralaya,None
MM Joshi Eye Hosp,Hospital
Kumaran Eye Special Ctr,Research Center
Rajan Eye Care Hosp,Hospital
Dr Om Parkash Eye Inst,Institute
JJ Eye Hosp,Hospital
Anand Eye Hosp,Hospital
Nethradhama Hosp Pvt Ltd,Hospital
Navjyoti Eye Hosp,Hospital
Narayana Nethralaya 2,None
AIOS & GSI Expert Grp,None
Horus Specialty Eye Care,None
Aravind Eye Care,None
Med Inst PGIMER,Institute
Operat Eyesight Univ,University
Apollo Canc Inst,Institute
Narayana Hlth City,None
Cytecare Canc Hosp,Hospital
Noble Eye Care,None
Baroda Children Eyecare & Squint Clin,Hospital
Dr Rajendra Prasad Ctr Ophthalm Sci,Research Center
Tirupati Eye Ctr,Research Center
Helyxon,None
Manas Hosp,Hospital
All India Inst Ophthalm Sci,Institute
Sarvodaya Eyecare Experts,None
KB Haji Bachooali Eye Hosp,Hospital
Agashe Hosp,Hospital
Crystal Clear Eye Inst,Institute
Apex,None
iRetina,None
JB Eye Care & Retina Ctr,Research Center
Athreya Retinal Ctr,Research Center
Future Vis Eye Care & Senguptas Res Acad,Academy
Swami Ram Himalayan Univ,University
UP Univ Med Sci,University
SMS Med Coll Hosp,College
Deep Childrens Hosp & Res Ctr,Hospital
Indian Inst Informat Technol Pune,Institute
Indian Inst Technol Jodhpur All India Inst Med Sc,Institute
ICGEB Emory Vaccine Ctr,Research Center
Shaheed Hasan Khan Mewat Govt Med Coll,College
Natl Inst Disaster Management,Institute
Govt Med Coll & Hosp 32,College
Acad Maritime Educ & Training AMET Deemed Univ,University
Mohamed Sathak Coll Arts & Sci,College
Pune Symbiosis Deemed Univ,University
Ecosphere,None
Basaveshwar Engn Coll,College
VTU,None
Mesh Dynam,None
Indian Inst Management Raipur,Institute
Def Res & Dev Org Brig,Research Center
BS Anangpuria Inst Pharm,Institute
Baroda Med Coll,College
HCG Canc Ctr,Research Center
Indira Gandhi Med Coll & Res Inst,Institute
Bharati Vidyapeeth Deemed Univ Med Coll,College
Raja Narendralal Khan Womens Coll,College
Cognizant KNC,None
JSS Acad Higher Educ & Res Deemed Univ,University
Fortis Escorts Heart Inst,Institute
Pratima Inst Med Sci,Institute
Natl Inst Ind Engn NITIE,Institute
Dr NGP Inst Technol,Institute
Sri Ramakrishna Engn Coll,College
ICFAI Fdn Higher Educ,None
Ctr Econ & Social Studies CESS,Research Center
Indian Inst Chem Biol,Institute
Mahatma Gandhi Vidyamandirs Pharm Coll,College
GIOSTAR Res Inc Pvt Ltd,Research Center
Natl Res Ctr Camel,Research Center
Mohak Bariatr & Robot Surg Ctr Indore,Research Center
Mantha Heart Clin,Hospital
Govt Hosp,Hospital
Birla Inst Sci Res Statue Circle,Institute
SPARC,None
Urban Hlth Resource Ctr,Research Center
Ram Manohar Lohia Hosp,Hospital
Homi Bhabha Natl Univ,University
Dr DY Patil Vidyapeeth DPU,None
Ctr Rheumat Dis,Research Center
Sassoon Gen Hosp BJGMC & SGH,Hospital
Indian Pharmacopoeia Commiss,None
Amrita Vishwa Vidyapeetham Univ,University
Employees State Insurance Corp ESIC Med Coll & Ho,College
Karpaga Vinayaga Inst Med Sci & Res,Institute
Aravind Eye Hosp AEH,Hospital
Dept Paediat Ophthalmol & Strabismus AEH Pondiche,None
AEH Coimbatore,None
AEH Tirunelveli,None
AEH Salem,None
AEH Chennai,None
AEH Madurai,None
Eyecare LV Prasad Eye Inst,Institute
Brien Holden Eye Res Ctr,Research Center
Kalinga Inst Med Sci,Institute
Tarabai Desai Eye Hosp & Res Ctr,Hospital
Adv Eye Hosp,Hospital
Ocular Trauma Soc India,None
Ratan Jyoti Netralaya Opthalm Inst & Res Ctr,Institute
Aravind Eye Hosp & Post Grad Inst Ophthalmol,Institute
Kohinoor Hosp,Hospital
VHS Infect Dis Med Ctr,Research Center
Teerthanker Mahaveer Univ,University
AIPT,None
Galgotias Coll Engn & Technol I,College
AMU,None
Atal Bihari Vajpayee Inst Med Sci & Dr Ram Manoha,Institute
RUHS Univ Rajasthan,University
Eurofins Advinus,None
Datta Meghe Med Coll,College
Consultant Sushrut ENT Hosp & Dr Khans ENT Res Ct,Hospital
Sanjay Gandhi Post Grad Inst Nucl Med,Institute
ICMR Natl Aids Res Inst,Institute
State TB Training & Demonstrat Ctr STDC,Research Center
STDC,None
Directorate Publ Hlth & Family Welf,None
Agartala Govt Med Coll,College
SRM Univ Delhi NCR Sonepat,University
NIT Delhi,None
Indian Inst Management Calcutta,Institute
CSIR Indian Inst Technol,Institute
GMC & Sir JJ Grp Hosp,Hospital
Indian Acad Neurol,Academy
World Vegetable Ctr,Research Center
IPGME&R,None
Nilratan Sircar Med Coll,College
United Grp Inst,Institute
Tamil Nadu Dr MGR Med Univ,University
All India Inst Med Sci Jodphur,Institute
Sawai Man Singh Med Coll & Hosp,College
SP Med Coll,College
UP Pt Deen Dayal Upadhyaya Vet Sci Univ & Cattle,University
Sri Sankara Arts & Sci Coll,College
Teerthanker Mahaveer Med Coll,College
Vigor Life Sci,None
Veeda Clin Res,Hospital
Morarji Desai Natl Inst Yoga,Institute
Shroff Eye Hosp,Hospital
BJ Govt Med Coll,College
Karpagam Fac Med Sci & Res,Research Center
TANTRANSCO,None
TANGEDCO,None
Inst Infect Dis,Institute
Poona Hosp & Res Ctr,Hospital
Star Imaging Res Ctr,Research Center
West Bengal Univ Hlth Sci,University
Jaypee Hosp,Hospital
Univ Mumbai,University
Gujarat Biotechnol Res Ctr,Research Center
Calcutta Inst Pharmaceut Technol & AHS,Institute
NSS Hindu Coll,College
Univ Coll,College
Diamond Harbour Med Coll,College
Murshidabad Med Coll & Hosp,College
ESI PGIMSR,None
Dept Community Med,None
ESIC Med Coll,College
Coll Med & JNM Hosp,College
PVNR Telangana Vet Univ,University
Govt Telangana,None
Def Inst Adv Technol DIAT,Institute
Inst Engn & Management,Institute
Andhra Med Coll,College
ABVIMS & Dr RML Hosp,Hospital
MEDENS Hosp,Hospital
VMMC,None
Med Coll Kolkata,College
GMC,None
CHILDS Trust Med Res Fdn CTMRF,Research Center
Super Special Paediat Hosp,Hospital
DY Patil Educ Soc Inst Deemed Univ,Institute
GITAM Deemed Be Univ,University
KIIT Deemed Be Univ,University
KC Publ Sch,School
Indian Inst Technol BHU Varanasi,Institute
Tata Mem Hosp Annexe,Hospital
Manonmaniam Sundranar Univ,University
Mankind Res Ctr,Research Center
NEERI,None
United Nations Environm Programme,None
ESSO Indian Natl Ctr Ocean Informat Serv,Research Center
LM Thapar Sch Management,School
Sri Balaji Vidyapeeth Deemed Be Univ,University
Govt Coll,College
Max Canc Ctr,Research Center
MSR Med Coll,College
VNS Grp Inst,Institute
Shaheed Mangal Pandey Govt PG Coll,College
Nizam Inst Med Sci,Institute
Gujarat State Biotechnol Mission,None
Windlas Biotech Pvt Ltd,None
Dr DY Patil Med Coll Hosp & Res Ctr,College
Indian Vet Res Inst IVR,Institute
Robert Bosch Engn & Business Solut Private Ltd He,School
Sri Shakthi Inst Engn & Technol,Institute
Kerala Vet & Anim Sci Univ,University
Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan,None
Natl Engn Coll,College
Council Sci & Ind Res CSIR,Research Center
Soc Hlth Alternat SAHAJ,None
Univ Coll Engn Tindivanam,College
Thapa Thapar Inst Engn & Technol,Institute
Apollo Inst Med Sci & Res,Institute
Guru Ghasidas Cent Univ,University
Apollo Coll Pharm,College
Dr CV Raman Univ,University
Texas Instruments Inc,Institute
Uttarakhand Council Biotechnol,None
Smt Sucheta Kriplani Hosp & Lady Hardinge Med Col,Hospital
RG Kar Med Coll,College
Noble Hosp & Res Ctr,Hospital
Sri Ramachandra Inst Higher Educ & Res DU,Institute
PJTSAU,None
Natl Inst Interdisciplinary Sci & Technol NIIST,Institute
Cent Plantat Crops Res Inst CPCRI,Institute
Bidhan Chandra Krishi Viswavidyalaya,None
South Asia Off,None
ZS Associates,None
Sch Comp & Syst Sci,School
Jawharlal Nehru Univ,University
Sri Sri Krishnadevaraya Univ,University
Indian Inst Management Kashipur,Institute
Finance Profess,None
Technol Media & Telecommun TMT Practice Grp Firm,None
CIPL,None
Emami Ltd 13,None
BML Munjal Univ,University
MAHE MIT Univ,University
RayEye,None
St Gadge Baba Amravati Univ,University
Inst Sci,Institute
Govt Raza PG Coll,College
Sadguru Netra Chikitsalya & Postgrad Inst Ophthal,Institute
SGRR Inst Med & Hlth Sci,Institute
Alkesh Dinesh Mody Inst Financial & Management St,Institute
Somaiya Vidyavihar Univ,University
Indira Gandhi Ctr Atom Res,Research Center
All India Inst Med Sci AIIMS New Delhi,Institute
Dibru Coll,College
DRDO,None
Sci Biominds,None
Baddi Univ Emerging Sci & Technol,University
Markham Coll Commerce,College
Gandhi Inst Excellent Technocrats,Institute
Univ Coll Engn & Technol,College
Vinoba Bhave Univ,University
Ramgarh Engn Coll,College
Amity Univ Mumbai,University
Space Geeks,None
Craft Hosp & Res Ctr,Hospital
Inst Math Sci IMSc,Institute
Natl Inst Sci Educ & Res NISER,Institute
Dr Khuroos Med Clin,Hospital
All India Inst Med Sci Bhopal,Institute
Sher E Kashmir Univ Agr Sci & Technol Jammu,University
Kerala Univ,University
Tata Mem Centre,None
Vaagdevi Coll Engn,College
PATH,None
Seth Sukhlal Karnani Mem Hosp,Hospital
Dist Hosp Chittorgarh,Hospital
Sri Jayadeva Inst Cardiovasc Sci & Res,Institute
Visvesvaraya Natl Inst Technol VNIT,Institute
Sri Shakthi Inst Engn & Technol Autonomous,Institute
Priyadarshini Inst Engn & Technol,Institute
Nitte,None
Somerville Sch Lott Carey Baptist Miss India,School
Govt Delhi,None
Govt Med Coll Baramulla,College
Gujarat Arts & Sci Coll,College
Raja NL Khan Womens Coll Autonomous,College
Seacom Skill Univ,University
Indira Gandhi Delhi Tech Univ Women,University
Sri Balaji Vidyapeeth,None
S N Bose Natl Ctr Basic Sci,Research Center
Lokmanya Tilak Municipal Gen Hosp,Hospital
INtegrat GENom HOst PathogEn INGEN HOPE,None
Kokilaben Dhirubhai Ambani Hosp & Med Res Inst KD,Institute
KDAH,None
Sri Aurobindo Med Coll & Post Grad Inst,Institute
Cytecare Hosp,Hospital
Paras Hosp Gurgaon,Hospital
Cent India Inst Med Sci,Institute
Stroke & Neurointervent Artemis Hosp,Hospital
Panimalar Engn Coll,College
Anandaloke Multispecial Hosp,Hospital
CAPFs Composite Hosp Border Secur Force Kadamtala,Hospital
Care & Cure Hosp,Hospital
Triphase Pharmaceut Pvt Ltd,None
Damodar Valley Corp,None
Natl Power Training Inst ER,Institute
Govt Inst Med Sci GIMS,Institute
Cognizant Technol Solut Pvt Ltd,None
Eurofins Advinus Ltd,None
Chennai Math Inst,Institute
Soc Rehabil & Care Children Hosp,Hospital
Sir Jamshedjee Jeejeebhoy Grp Hosp,Hospital
KJ Somaiya Coll Physiotherapy,College
Eras Lucknow Med Coll,College
Nehru Homoeopath Med Coll & Hosp,College
BARC Training Sch Complex,School
Indian Acad Degree Coll Aut,College
RxMD,None
IIT Tirupati,None
Educare Inst Dent Sci,Institute
JKKN Dent Coll & Hosp,College
IPGME & R,None
Jain Deemed Be Univ,University
Bharati Vidyapeeth Med Coll & Hosp,College
Kokilaben Dhirubhai Ambani Hosp & Res Inst,Institute
Hamdard Inst Med Sci & Res,Institute
India Inst Med Sci,Institute
Natl Inst Cholera & Enter Dis,Institute
Medanta Multi Superspecialty Hosp,Hospital
Maulana Azad Coll,College
Presci Insilico Private Ltd,Research Center
Biochem Res & Testing Lab,Research Center
DIMHANS,None
BWSSB,None
Eternal Univ,University
NIT Agartala,None
Zonal Transplant Coordinat Ctr,Research Center
Noida Inst Engn & Technol NIET,Institute
Indian Inst Management Ahmedabad IIMA,Institute
Asia Safe Abort Partnership,None
North East Inst Sci & Technol,Institute
Int Ctr Excellence Res,Research Center
Amruta Hosp,Hospital
ESI Hosp,Hospital
Natl Canc Inst,Institute
Rhythm Heart Inst,Institute
Victoria Hosp,Hospital
BAPS Pramukh Swami Hosp,Hospital
Basement Tapan Hosp,Hospital
Sanjivani Super Special Hosp,Hospital
Deenanath Mangeshkar Hosp,Hospital
Cr HL Trivedi Inst Transplantat Sci IKDRC ITS,Institute
Raghavendra Inst Pharmaceut Educ & Res RIPER Anan,Institute
Rural Dev Trust Hosp,Hospital
Islamic Univ Sci & Technol Awantipora,University
SNS Coll Engn,College
Informat Commun Technol Acad,Academy
Inst Chartered Financial Analysts India Fdn Highe,Institute
MLB Med Coll,College
MIT Art Design & Technol Univ,University
Jawaharlal Nehru Smriti Govt Post Grad Coll,College
Narsee Monjee Inst Management Studies,Institute
Lal Bahadur Shastri Inst Management,Institute
Maharaja Agrasen Med Coll,College
Indian Inst Dalit Studies,Institute
CSIR Natl Geophys Res Inst,Institute
Welingkar Sch Management,School
MICA,None
Barkatullah Univ,University
Univ Delhi North Camps,University
Lina Diabet Care & Mumbai Diabet Res Ctr,Research Center
TOTALL Diabet & Hormone Inst,Institute
Dr Makkars Diabet & Obes Ctr,Research Center
Diacon Hosp,Hospital
Dr Negalurs Diabet & Thyroid Special Ctr,Research Center
CARE Hosp,Hospital
Udyaan Hlth Care,None
Magna Ctr Obes Diabet & Endocrinol,Research Center
JSS Acad Higher Educ & Res JSSAHER,Academy
Inst Bioresources & Sustainable Dev DBT IBSD,Institute
Ctr Innovat & Appl Bioproc DBT CIAB,Research Center
Kristu Jayanti Coll Autonomous,College
Armed Forces Med Serv,None
Rajiv Gandhi Govt Gen Hosp,Hospital
Natl Inst Epidemiol NIE,Institute
Salem Med Coll,College
Apollo Hosp Enterprises Ltd,Hospital
Shri Vishnu Coll Pharm,College
Natl Inst Pharmaceut Educ & Res Ahmedabad NIPER A,Institute
Fdn Res & Educ Endoscopy,Research Center
ICAR Natl Inst Plant Biotechnol,Institute
Uka Tarsadia Univ,University
