first_name,last_name,full_name,department,university,country,leader
Anchala,Kumari,"Anchala, Kumari",Sch Biotechnol,Jawaharlal Nehru Univ JNU,India,"Sonam, Grover"
Vikrant Singh,Rajput,"Vikrant Singh, Rajput",Sch Biotechnol,Jawaharlal Nehru Univ JNU,India,"Sonam, Grover"
Priya,Nagpal,"Priya, Nagpal",Sch Biotechnol,Jawaharlal Nehru Univ JNU,India,"Sonam, Grover"
Himanshi,Kukrety,"Himanshi, Kukrety",Sch Biotechnol,Jawaharlal Nehru Univ JNU,India,"Sonam, Grover"
Abhinav,Grover,"Abhinav, Grover",Sch Biotechnol,Jawaharlal Nehru Univ JNU,India,"Sonam, Grover"
Anchala,Kumari,"Anchala, Kumari",Biotechnol,Teri Sch Adv Studies,India,"Sonam, Grover"
Sonam,Grover,"Sonam, Grover",JH Inst Mol Med,Jamia Hamdard,India,"Sonam, Grover"
Syed Shuibul,Qarnain,"Syed Shuibul, Qarnain",Mech Engn,Kalasalingam Acad Res & Educ,India,"Bathrinath, Sankaranarayanan"
Muthuvel,Sattanathan,"Muthuvel, Sattanathan",Mech Engn,Kalasalingam Acad Res & Educ,India,"Bathrinath, Sankaranarayanan"
Bathrinath,Sankaranarayanan,"Bathrinath, Sankaranarayanan",Mech Engn,Kalasalingam Acad Res & Educ,India,"Bathrinath, Sankaranarayanan"
Syed Mithun,Ali,"Syed Mithun, Ali",Ind & Prod Engn,Bangladesh Univ Engn & Technol,Bangladesh,"Bathrinath, Sankaranarayanan"
Obja Borah,Hazarika,"Obja Borah, Hazarika",Polit Sci,Dibrugarh Univ,India,"Obja Borah, Hazarika"
Sarmistha,Das,"Sarmistha, Das",Sociol,Tezpur Univ,India,"Obja Borah, Hazarika"
Vinay,Kumar,"Vinay, Kumar",Chem Engn,Indian Inst Technol,India,"Anurag S, Rathore"
Khushi U,Doshi,"Khushi U, Doshi",Chem Engn,Indian Inst Technol,India,"Anurag S, Rathore"
Wajihul H,Khan,"Wajihul H, Khan",Chem Engn,Indian Inst Technol,India,"Anurag S, Rathore"
Anurag S,Rathore,"Anurag S, Rathore",Chem Engn,Indian Inst Technol,India,"Anurag S, Rathore"
Yashpal Singh,Malik,"Yashpal Singh, Malik",Div Biol Standardizat,ICAR Indian Vet Res Inst,India,"Yashpal Singh, Malik"
Shubhankar,Sircar,"Shubhankar, Sircar",Div Biol Standardizat,ICAR Indian Vet Res Inst,India,"Yashpal Singh, Malik"
Sudipta,Bhat,"Sudipta, Bhat",Div Biol Standardizat,ICAR Indian Vet Res Inst,India,"Yashpal Singh, Malik"
Mohd Ikram,Ansari,"Mohd Ikram, Ansari",Div Biol Standardizat,ICAR Indian Vet Res Inst,India,"Yashpal Singh, Malik"
Tripti,Pande,"Tripti, Pande",Div Biol Standardizat,ICAR Indian Vet Res Inst,India,"Yashpal Singh, Malik"
Yashpal Singh,Malik,"Yashpal Singh, Malik",Coll Anim Biotechnol,Guru Angad Dev Vet & Anim Sci Univ,India,"Yashpal Singh, Malik"
Prashant,Kumar,"Prashant, Kumar",Amity Inst Virol & Immunol,Amity Univ,India,"Yashpal Singh, Malik"
Basavaraj,Mathapati,"Basavaraj, Mathapati",Polio Virus Grp,ICMR Natl Inst Virol,India,"Yashpal Singh, Malik"
Ganesh,Balasubramanian,"Ganesh, Balasubramanian",Lab Div,Minist Hlth & Family Welf,India,"Yashpal Singh, Malik"
Rahul,Kaushik,"Rahul, Kaushik",Lab Struct Bioinformat,RIKEN,Japan,"Yashpal Singh, Malik"
Senthilkumar,Natesan,"Senthilkumar, Natesan",Gandhinagar,Indian Inst Publ Hlth Gandhinagar,India,"Yashpal Singh, Malik"
Sayeh,Ezzikouri,"Sayeh, Ezzikouri",Virol Unit,Inst Pasteur Maroc,Morocco,"Yashpal Singh, Malik"
Mohamed E,El Zowalaty,"Mohamed E, El Zowalaty",Coll Med,Univ Sharjah,Emirates,"Yashpal Singh, Malik"
Mohamed E,El Zowalaty,"Mohamed E, El Zowalaty",Zoonosis Sci Ctr,Uppsala Univ,Sweden,"Yashpal Singh, Malik"
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,India,"Yashpal Singh, Malik"
Betsy Ann,Joseph,"Betsy Ann, Joseph",Data Res,Nested Knowledge,USA,"Kevin, Kallmes"
Natalie L,Reierson,"Natalie L, Reierson",Data Res,Nested Knowledge,USA,"Kevin, Kallmes"
Nick,Mikoff,"Nick, Mikoff",Data Res,Nested Knowledge,USA,"Kevin, Kallmes"
Shelby,Kamrowski,"Shelby, Kamrowski",Data Res,Nested Knowledge,USA,"Kevin, Kallmes"
Megan,Schmidt,"Megan, Schmidt",Data Res,Nested Knowledge,USA,"Kevin, Kallmes"
Kevin,Kallmes,"Kevin, Kallmes",Data Res,Nested Knowledge,USA,"Kevin, Kallmes"
Mahmoud,Dibas,"Mahmoud, Dibas",Coll Med,Sulaiman Al Rajhi Univ,Arabia,"Kevin, Kallmes"
Kirk W,Evanson,"Kirk W, Evanson",Med Writing,Super Med Experts,USA,"Kevin, Kallmes"
Geeta,Paranjape,"Geeta, Paranjape",Med Writing,Super Med Experts,USA,"Kevin, Kallmes"
Amber R,Davis,"Amber R, Davis",Med Writing,Super Med Experts,USA,"Kevin, Kallmes"
John M,Pederson,"John M, Pederson",Med Writing,Super Med Experts,USA,"Kevin, Kallmes"
Jillienne C,Touchette,"Jillienne C, Touchette",Med Writing,Super Med Experts,USA,"Kevin, Kallmes"
Charan Thej Reddy,Vegivinti,"Charan Thej Reddy, Vegivinti",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,India,"Kevin, Kallmes"
Pragadeesh Thamarai,Selvan,"Pragadeesh Thamarai, Selvan",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,India,"Kevin, Kallmes"
Kavitha,Saravu,"Kavitha, Saravu",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,India,"Kevin, Kallmes"
Nitin,Gupta,"Nitin, Gupta",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,India,"Kevin, Kallmes"
Yashwitha Sai,Pulakurthi,"Yashwitha Sai, Pulakurthi",Internal Med,Kamineni Acad Med Sci & Res Ctr,India,"Kevin, Kallmes"
Praneeth Reddy,Keesari,"Praneeth Reddy, Keesari",Internal Med,Kamineni Acad Med Sci & Res Ctr,India,"Kevin, Kallmes"
Sriram,Varsha,"Sriram, Varsha",Kasturba Med Coll,Manipal Acad Higher Educ MAHE,India,"Kevin, Kallmes"
Spandana,Chittajallu,"Spandana, Chittajallu",Internal Med,Rangaraya Med Coll,India,"Kevin, Kallmes"
Adam A,Dmytriw,"Adam A, Dmytriw",Brigham & Womens Hosp,Harvard Med Sch,USA,"Kevin, Kallmes"
Hemant K,Mishra,"Hemant K, Mishra",Vet & Biomed Sci,Univ Minnesota Twin Cities,USA,"Kevin, Kallmes"
Anushka,Halder,"Anushka, Halder",Pharmacol,Yale Univ,USA,"Moitrayee, Bhattacharyya"
Moitrayee,Bhattacharyya,"Moitrayee, Bhattacharyya",Pharmacol,Yale Univ,USA,"Moitrayee, Bhattacharyya"
Arinnia,Anto,"Arinnia, Anto",Mol Biophys Unit,Indian Inst Sci,India,"Moitrayee, Bhattacharyya"
Saraswathi,Vishveshwara,"Saraswathi, Vishveshwara",Mol Biophys Unit,Indian Inst Sci,India,"Moitrayee, Bhattacharyya"
Varsha,Subramanyan,"Varsha, Subramanyan",Phys,Univ Illinois,USA,"Moitrayee, Bhattacharyya"
Smitha,Vishveshwara,"Smitha, Vishveshwara",Phys,Univ Illinois,USA,"Moitrayee, Bhattacharyya"
Kamla Prasad,Mishra,"Kamla Prasad, Mishra",New Delhi,Def Res & Dev Org DRDO HQ,India,"Shashi Bala, Singh"
Ajay Kumar,Singh,"Ajay Kumar, Singh",New Delhi,Def Res & Dev Org DRDO HQ,India,"Shashi Bala, Singh"
Shashi Bala,Singh,"Shashi Bala, Singh",Hyderabad 500037,Natl Inst Pharmaceut Educ & Res NIPER,India,"Shashi Bala, Singh"
Hansika,Kapoor,"Hansika, Kapoor",Mumbai,Monk Prayogshala,India,"Hansika, Kapoor"
Hansika,Kapoor,"Hansika, Kapoor",Neag Sch Educ,Univ Connecticut,USA,"Hansika, Kapoor"
James C,Kaufman,"James C, Kaufman",Neag Sch Educ,Univ Connecticut,USA,"Hansika, Kapoor"
Niraj N,Mahajan,"Niraj N, Mahajan",Obstet & Gynecol,Topiwalla Natl Med Coll,India,"Rahul K, Gajbhiye"
Munira,Ansari,"Munira, Ansari",Obstet & Gynecol,Topiwalla Natl Med Coll,India,"Rahul K, Gajbhiye"
Chaitanya,Gaikwad,"Chaitanya, Gaikwad",Obstet & Gynecol,Topiwalla Natl Med Coll,India,"Rahul K, Gajbhiye"
Priyanka,Jadhav,"Priyanka, Jadhav",Obstet & Gynecol,Topiwalla Natl Med Coll,India,"Rahul K, Gajbhiye"
Deepika,Tirkey,"Deepika, Tirkey",Obstet & Gynecol,Topiwalla Natl Med Coll,India,"Rahul K, Gajbhiye"
Madhura P,Pophalkar,"Madhura P, Pophalkar",Obstet & Gynecol,Topiwalla Natl Med Coll,India,"Rahul K, Gajbhiye"
Niraj N,Mahajan,"Niraj N, Mahajan",Mumbai,BYL Nair Charitable Hosp,India,"Rahul K, Gajbhiye"
Munira,Ansari,"Munira, Ansari",Mumbai,BYL Nair Charitable Hosp,India,"Rahul K, Gajbhiye"
Chaitanya,Gaikwad,"Chaitanya, Gaikwad",Mumbai,BYL Nair Charitable Hosp,India,"Rahul K, Gajbhiye"
Priyanka,Jadhav,"Priyanka, Jadhav",Mumbai,BYL Nair Charitable Hosp,India,"Rahul K, Gajbhiye"
Deepika,Tirkey,"Deepika, Tirkey",Mumbai,BYL Nair Charitable Hosp,India,"Rahul K, Gajbhiye"
Madhura P,Pophalkar,"Madhura P, Pophalkar",Mumbai,BYL Nair Charitable Hosp,India,"Rahul K, Gajbhiye"
Aishwarya V,Bhurke,"Aishwarya V, Bhurke",Mumbai,ICMR Natl Inst Res Reprod Hlth,India,"Rahul K, Gajbhiye"
Deepak N,Modi,"Deepak N, Modi",Mumbai,ICMR Natl Inst Res Reprod Hlth,India,"Rahul K, Gajbhiye"
Smita D,Mahale,"Smita D, Mahale",Mumbai,ICMR Natl Inst Res Reprod Hlth,India,"Rahul K, Gajbhiye"
Rahul K,Gajbhiye,"Rahul K, Gajbhiye",Mumbai,ICMR Natl Inst Res Reprod Hlth,India,"Rahul K, Gajbhiye"
Maria,Korman,"Maria, Korman",Fac Hlth Sci,Ariel Univ,Israel,"Maria, Korman"
Catia,Reis,"Catia, Reis",Fac Med,Univ Lisbon,Portugal,"Maria, Korman"
Catia,Reis,"Catia, Reis",Fac Med Lisboa,Univ Lisbon,Portugal,"Maria, Korman"
Catia,Reis,"Catia, Reis",Lisbon,CENC Ctr Med Sono,Portugal,"Maria, Korman"
Yoko,Komada,"Yoko, Komada",Liberal Arts,Meiji Pharmaceut Univ,Japan,"Maria, Korman"
Shingo,Kitamura,"Shingo, Kitamura",Natl Inst Mental Hlth,Natl Ctr Neurol & Psychiat,Japan,"Maria, Korman"
Denis,Gubin,"Denis, Gubin",Biol,Med Univ,Russia,"Maria, Korman"
Denis,Gubin,"Denis, Gubin",Tyumen Cardiol Res Ctr,Russian Acad Sci,Russia,"Maria, Korman"
Vinod,Kumar,"Vinod, Kumar",Zool,Univ Delhi,India,"Maria, Korman"
Till,Roenneberg,"Till, Roenneberg",Inst & Polyclin Occupat Social & Environm Med,Ludwig Maximilians Univ Munchen,Germany,"Maria, Korman"
Till,Roenneberg,"Till, Roenneberg",Dietersburg,Chronsulting UG,Germany,"Maria, Korman"
Mudit,Agarwal,"Mudit, Agarwal",New Delhi,All India Inst Med Sci,India,"Piyush, Ranjan"
Piyush,Ranjan,"Piyush, Ranjan",Med,All India Inst Med Sci,India,"Piyush, Ranjan"
Upendra,Baitha,"Upendra, Baitha",Med,All India Inst Med Sci,India,"Piyush, Ranjan"
Ankit,Mittal,"Ankit, Mittal",Med,All India Inst Med Sci,India,"Piyush, Ranjan"
A,Raja,"A, Raja",Madras Vet Coll,Tamil Nadu Vet & Anim Sci Univ,India,"A, Raja"
Dhinakar G,Raj,"Dhinakar G, Raj",Ctr Anim Hlth Studies,Tamil Nadu Vet & Anim Sci Univ,India,"A, Raja"
K,Kumanan,"K, Kumanan",Madras Vet Coll,Tamil Nadu Vet & Anim Sci Univ,India,"A, Raja"
K,Kumanan,"K, Kumanan",Madras Vet Coll,Tamil Nadu Vet & Anim Sci Univ,India,"A, Raja"
Tarek N,Hanna,"Tarek N, Hanna",Sch Med,Emory Univ,USA,"Tarek N, Hanna"
"Richard, Jr",Duszak,"Richard, Jr, Duszak",Sch Med,Emory Univ,USA,"Tarek N, Hanna"
Eric B,Friedberg,"Eric B, Friedberg",Sch Med,Emory Univ,USA,"Tarek N, Hanna"
Scott D,Steenburg,"Scott D, Steenburg",Radiol & Imaging Sci,Indiana Univ,USA,"Tarek N, Hanna"
Andrew B,Rosenkrantz,"Andrew B, Rosenkrantz",Radiol,NYU Langone Hlth,USA,"Tarek N, Hanna"
"Robert S, Jr",Pyatt,"Robert S, Jr, Pyatt",Radiol,WellSpan Chambersburg Hosp,USA,"Tarek N, Hanna"
Nidhi,Verma,"Nidhi, Verma",Engn & Phys Sci,Inst Adv Res,India,"Alok, Pandya"
Alok,Pandya,"Alok, Pandya",Engn & Phys Sci,Inst Adv Res,India,"Alok, Pandya"
Dhaval,Patel,"Dhaval, Patel",Biol Sci & Biotechnol,Inst Adv Res,India,"Alok, Pandya"
Muhammad,Hasnain,"Muhammad, Hasnain",Malaysia Sch Informat Technol,Monash Univ,Malaysia,"Muhammad, Hasnain"
Muhammad Fermi,Pasha,"Muhammad Fermi, Pasha",Malaysia Sch Informat Technol,Monash Univ,Malaysia,"Muhammad, Hasnain"
Imran,Ghani,"Imran, Ghani",Math & Comp Sci,Indiana Univ Penn,USA,"Muhammad, Hasnain"
Rahmat,Budiarto,"Rahmat, Budiarto",Coll Comp Sc & It,Albaha Univ,Arabia,"Muhammad, Hasnain"
Jaffar A,Al Tawiq,"Jaffar A, Al Tawiq",Specialty Internal Med,Johns Hopkins Aramco Healthcare,Arabia,
Manisha,Prajapat,"Manisha, Prajapat",Pharmacol,PGIMER,India,"Bikash, Medhi"
Nishant,Shekhar,"Nishant, Shekhar",Pharmacol,PGIMER,India,"Bikash, Medhi"
Phulen,Sarma,"Phulen, Sarma",Pharmacol,PGIMER,India,"Bikash, Medhi"
Hardeep,Kaur,"Hardeep, Kaur",Pharmacol,PGIMER,India,"Bikash, Medhi"
Subodh,Kumar,"Subodh, Kumar",Pharmacol,PGIMER,India,"Bikash, Medhi"
Saurabh,Sharma,"Saurabh, Sharma",Pharmacol,PGIMER,India,"Bikash, Medhi"
Ajay,Prakash,"Ajay, Prakash",Pharmacol,PGIMER,India,"Bikash, Medhi"
Bikash,Medhi,"Bikash, Medhi",Pharmacol,PGIMER,India,"Bikash, Medhi"
Pramod,Avti,"Pramod, Avti",Biophys,PGIMER,India,"Bikash, Medhi"
Sanjay,Singh,"Sanjay, Singh",Biotechnol,Thapar Inst Engn & Technol,India,"Bikash, Medhi"
Anusuya,Bhattacharyya,"Anusuya, Bhattacharyya",GMCH 32,Dept Ophthalmol,India,"Bikash, Medhi"
Prawin,Kumar,"Prawin, Kumar",Pediat,All India Inst Med Sci,India,"Rakesh, Lodha"
Aparna,Mukherjee,"Aparna, Mukherjee",Hlth Res,Indian Council Med Res,India,"Rakesh, Lodha"
Shivani,Randev,"Shivani, Randev",Pediat,Govt Med Coll & Hosp,India,"Rakesh, Lodha"
Guruprasad R,Medigeshi,"Guruprasad R, Medigeshi",Infect & Immunol Grp,Translat Hlth Sci & Technol Inst THSTI,India,"Rakesh, Lodha"
Kana Ram,Jat,"Kana Ram, Jat",Pediat,All India Inst Med Sci,India,"Rakesh, Lodha"
Rakesh,Lodha,"Rakesh, Lodha",Pediat,All India Inst Med Sci,India,"Rakesh, Lodha"
Sushil K,Kabra,"Sushil K, Kabra",Pediat,All India Inst Med Sci,India,"Rakesh, Lodha"
Arti,Kapil,"Arti, Kapil",Microbiol,All India Inst Med Sci,India,"Rakesh, Lodha"
Prashant,Khare,"Prashant, Khare",Microbiol,All India Inst Med Sci,India,"Mukesh, Samant"
Utkarsha,Sahu,"Utkarsha, Sahu",Microbiol,All India Inst Med Sci,India,"Mukesh, Samant"
Satish Chandra,Pandey,"Satish Chandra, Pandey",Zool,Kumaun Univ,India,"Mukesh, Samant"
Mukesh,Samant,"Mukesh, Samant",Zool,Kumaun Univ,India,"Mukesh, Samant"
Riya,Rajeev,"Riya, Rajeev",Microbiol,Pondicherry Univ,India,"Joseph, Selvin"
R,Prathiviraj,"R, Prathiviraj",Microbiol,Pondicherry Univ,India,"Joseph, Selvin"
Joseph,Selvin,"Joseph, Selvin",Microbiol,Pondicherry Univ,India,"Joseph, Selvin"
George Seghal,Kiran,"George Seghal, Kiran",Food Sci & Technol,Pondicherry Univ,India,"Joseph, Selvin"
Rajesh,Rajaiah,"Rajesh, Rajaiah",Studies Mol Biol,Univ Mysore,India,"Rajesh, Rajaiah"
"Kandahalli, V",Abhilasha,"Kandahalli, V, Abhilasha",Studies Biochem,Univ Mysore,India,"Rajesh, Rajaiah"
Bannikuppe S,Vishwanath,"Bannikuppe S, Vishwanath",Studies Biochem,Univ Mysore,India,"Rajesh, Rajaiah"
Mysore A,Shekar,"Mysore A, Shekar",Mysuru,Chowdaiah Med Ctr,India,"Rajesh, Rajaiah"
Mysore A,Shekar,"Mysore A, Shekar",Mysuru,Apoorva Diabet Fdn,India,"Rajesh, Rajaiah"
Stefanie N,Vogel,"Stefanie N, Vogel",Sch Med,Univ Maryland,USA,"Rajesh, Rajaiah"
Tanya,Calvey,"Tanya, Calvey",Fac Hlth Sci,Univ Witwatersrand,Africa,"Tanya, Calvey"
Nirvana,Morgan,"Nirvana, Morgan",Fac Hlth Sci,Univ Witwatersrand,Africa,"Tanya, Calvey"
Florian,Scheibein,"Florian, Scheibein",Waterford,Waterford Inst Technol,Ireland,"Tanya, Calvey"
Noha Ahmed,Saad,"Noha Ahmed, Saad",Cairo,Ain Shams Univ,Egypt,"Tanya, Calvey"
Tomohiro,Shirasaka,"Tomohiro, Shirasaka",Psychiat,Teine Kei Jinkai Hosp,Japan,"Tanya, Calvey"
Lisa,Dannatt,"Lisa, Dannatt",Psychiat & Mental Hlth,Univ Cape Town,Africa,"Tanya, Calvey"
M J,Stowe,"M J, Stowe",Fac Hlth Sci,Univ Pretoria,Africa,"Tanya, Calvey"
Bigya,Shah,"Bigya, Shah",Patan Hosp Nepal,Patan Acad Hlth Sci,Nepal,"Tanya, Calvey"
Venkata Lakshmi,Narasimha,"Venkata Lakshmi, Narasimha",Ctr Addict Med,Natl Inst Mental Hlth & Neurosci NLMHANS,India,"Tanya, Calvey"
Angelo,Bruschi,"Angelo, Bruschi",Mental Hlth,ASL Viterbo,Italy,"Tanya, Calvey"
Angelo,Bruschi,"Angelo, Bruschi",Viterbo,Neurosci Clin,Italy,"Tanya, Calvey"
Angelo,Bruschi,"Angelo, Bruschi",Rome,Univ Cattolica Sacro Cuore,Italy,"Tanya, Calvey"
Eric,Peyron,"Eric, Peyron",Lyon,AddiPsy,France,"Tanya, Calvey"
Joy Louise,Gumikiriza Onoria,"Joy Louise, Gumikiriza Onoria",Kampala,Makerere Univ,Uganda,"Tanya, Calvey"
Abhishek,Ghosh,"Abhishek, Ghosh",Chandigarh,Postgrad Inst Med Educ & Res,India,"Tanya, Calvey"
Sagun Ballav,Pant,"Sagun Ballav, Pant",Psychiat & Mental Hlth,Tribhuvan Univ,Nepal,"Tanya, Calvey"
Anne,Yee,"Anne, Yee",Univ Malaya Ctr Addict Sci UMCAS,Univ Malaya,Malaysia,"Tanya, Calvey"
Woraphat,Ratta Apha,"Woraphat, Ratta Apha",Psychiat,Mahidol Univ,Thailand,"Tanya, Calvey"
Ramyadarshni,Vadivel,"Ramyadarshni, Vadivel",Mental Hlth & Addict,Waikato Dist Hlth Board,Zealand,"Tanya, Calvey"
Kristiana,Siste,"Kristiana, Siste",Fac Med,Univ Indonesia,Indonesia,"Tanya, Calvey"
Tanay,Maiti,"Tanay, Maiti",Psychiat,All India Inst Med Sci AIIMS,India,"Tanya, Calvey"
Said,Boujraf,"Said, Boujraf",Fac Med & Pharm,Sidi Mohamed Ben Abdellah Univ Fez,Morocco,"Tanya, Calvey"
Paolo,Grandinetti,"Paolo, Grandinetti",Terr Assistance,ASL Teramo,Italy,"Tanya, Calvey"
Sidharth,Arya,"Sidharth, Arya",Inst Mental Hlth,Univ Hlth Sci,India,"Tanya, Calvey"
M J,Stowe,"M J, Stowe",Family Med,Univ Pretoria,Africa,"M J, Stowe"
Tanya,Calvey,"Tanya, Calvey",Fac Hlth Sci,Univ Witwatersrand,Africa,"M J, Stowe"
Florian,Scheibein,"Florian, Scheibein",Sch Hlth Sci,Waterford Inst Technol,Ireland,"M J, Stowe"
Sidharth,Arya,"Sidharth, Arya",State Drug Dependence Treatment Ctr,Pt BDS Univ Hlth Sci,India,"M J, Stowe"
Noha Ahmed,Saad,"Noha Ahmed, Saad",State Drug Dependence Treatment Ctr,Ain Shams Univ,Egypt,"M J, Stowe"
Tomohiro,Shirasaka,"Tomohiro, Shirasaka",Psychiat,Teine Keijinkai Hosp,Japan,"M J, Stowe"
Lisa,Dannatt,"Lisa, Dannatt",Psychiat & Mental Hlth,Univ Cape Town,Africa,"M J, Stowe"
Abhishek,Ghosh,"Abhishek, Ghosh",Drug Addict & Treatment Ctr,Postgrad Inst Med Educ & Res,India,"M J, Stowe"
Abhishek,Ghosh,"Abhishek, Ghosh",Psychiat,Postgrad Inst Med Educ & Res,India,"M J, Stowe"
Anne,Yee,"Anne, Yee",Fac Med,Univ Malaya,Malaysia,"M J, Stowe"
Woraphat,Ratta Apha,"Woraphat, Ratta Apha",Fac Med,Mahidol Univ,Thailand,"M J, Stowe"
Ramyadarshni,Vadivel,"Ramyadarshni, Vadivel",Mental Hlth & Addict,Waikato Dist Hlth Board WDHB,Zealand,"M J, Stowe"
Kristiana,Siste,"Kristiana, Siste",Fac Med,Univ Indonesia,Indonesia,"M J, Stowe"
Bigya,Shah,"Bigya, Shah",Patan,Patan Acad Hlth Sci,Nepal,"M J, Stowe"
Rodrigo,Ramalho,"Rodrigo, Ramalho",Social & Community Hlth,Univ Auckland,Zealand,"M J, Stowe"
Venkata Lakshmi,Narasimha,"Venkata Lakshmi, Narasimha",Ctr Addict Med,Natl Inst Mental Hlth & Neurosci NIMHANS,India,"M J, Stowe"
Mirjana,Delic,"Mirjana, Delic",Ctr Treatment Drug Addict,Univ Psychiat Clin Ljubljana,Slovenia,"M J, Stowe"
Eric,Peyron,"Eric, Peyron",Lyon,AddiPsy,France,"M J, Stowe"
Joy Louise,Gumikiriza Onoria,"Joy Louise, Gumikiriza Onoria",Psychiat,Makerere Univ,Uganda,"M J, Stowe"
Sagun Ballav,Pant,"Sagun Ballav, Pant",Psychiat & Mental Hlth,Tribhuvan Univ,Nepal,"M J, Stowe"
Said,Boujraf,"Said, Boujraf",Fac Med & Pharm,Sidi Mohamed Ben Abdellah Univ Fez,Morocco,"M J, Stowe"
Paolo,Grandinetti,"Paolo, Grandinetti",Terr Serv,ASL 4 Teramo,Italy,"M J, Stowe"
Nirvana,Morgan,"Nirvana, Morgan",Fac Hlth Sci,Univ Witwatersrand,Africa,"M J, Stowe"
Prabhat Mani,Pandit,"Prabhat Mani, Pandit",Psychiat,All India Inst Med Sci,India,"Gayatri, Bhatia"
Gayatri,Bhatia,"Gayatri, Bhatia",Natl Drug Dependence Treatment Ctr,All India Inst Med Sci,India,"Gayatri, Bhatia"
Siddharth,Sarkar,"Siddharth, Sarkar",Natl Drug Dependence Treatment Ctr,All India Inst Med Sci,India,"Gayatri, Bhatia"
Manisha,Yadav,"Manisha, Yadav",Biotechnol,Natl Inst Technol Raipur,India,"J Satya, Eswari"
Swasti,Dhagat,"Swasti, Dhagat",Biotechnol,Natl Inst Technol Raipur,India,"J Satya, Eswari"
J Satya,Eswari,"J Satya, Eswari",Biotechnol,Natl Inst Technol Raipur,India,"J Satya, Eswari"
Debidutta,Pattnaik,"Debidutta, Pattnaik",Management Studies,Malaviya Natl Inst Technol Jaipur,India,"Mohammad Kabir, Hassan"
Satish,Kumar,"Satish, Kumar",Management Studies,Malaviya Natl Inst Technol Jaipur,India,"Mohammad Kabir, Hassan"
Mohammad Kabir,Hassan,"Mohammad Kabir, Hassan",Econ & Finance,Univ New Orleans,USA,"Mohammad Kabir, Hassan"
Justin,Paul,"Justin, Paul",Grad Sch Business,Univ Puerto Rico,USA,"Mohammad Kabir, Hassan"
Manish,Kumar,"Manish, Kumar",Discipline Earth Sci,Indian Inst Technol Gandhinagar,India,"Manish, Kumar"
Arbind Kumar,Patel,"Arbind Kumar, Patel",Discipline Earth Sci,Indian Inst Technol Gandhinagar,India,"Manish, Kumar"
Manish,Kumar,"Manish, Kumar",Kiran C Patel Ctr Sustainable Dev,Indian Inst Technol Gandhinagar,India,"Manish, Kumar"
Anil V,Shah,"Anil V, Shah",Gandhinagar 382010,Gujarat Pollut Control Board GPCB,India,"Manish, Kumar"
Janvi,Raval,"Janvi, Raval",Sect 11,Gujarat Biotechnol Res Ctr GBRC,India,"Manish, Kumar"
Neha,Rajpara,"Neha, Rajpara",Sect 11,Gujarat Biotechnol Res Ctr GBRC,India,"Manish, Kumar"
Madhvi,Joshi,"Madhvi, Joshi",Sect 11,Gujarat Biotechnol Res Ctr GBRC,India,"Manish, Kumar"
Chaitanya G,Joshi,"Chaitanya G, Joshi",Sect 11,Gujarat Biotechnol Res Ctr GBRC,India,"Manish, Kumar"
Rahul,De,"Rahul, De",Bangalore,Indian Inst Management Bangalore,India,"Rahul, De"
Neena,Pandey,"Neena, Pandey",Visakhapatnam,Indian Inst Management Visakhapatnam,India,"Rahul, De"
Abhipsa,Pal,"Abhipsa, Pal",Kozhikode,Indian Inst Management Kozhikode,India,"Rahul, De"
Yogesh K,Dwivedi,"Yogesh K, Dwivedi",Sch Management,Swansea Univ,Wales,"Nripendra P, Rana"
D Laurie,Hughes,"D Laurie, Hughes",Sch Management,Swansea Univ,Wales,"Nripendra P, Rana"
Crispin,Coombs,"Crispin, Coombs",Sch Business & Econ,Loughborough Univ,England,"Nripendra P, Rana"
Ioanna,Constantiou,"Ioanna, Constantiou",Digitalisat,Copenhagen Business Sch,Denmark,"Nripendra P, Rana"
Yanqing,Duan,"Yanqing, Duan",Business & Management Res Inst,Univ Bedfordshire,England,"Nripendra P, Rana"
John S,Edwards,"John S, Edwards",Operat & Informat Management,Aston Business Sch,England,"Nripendra P, Rana"
Babita,Gupta,"Babita, Gupta",Monterey,Calif State Univ,USA,"Nripendra P, Rana"
Banita,Lal,"Banita, Lal",Sch Management,Univ Bradford,England,"Nripendra P, Rana"
Nripendra P,Rana,"Nripendra P, Rana",Sch Management,Univ Bradford,England,"Nripendra P, Rana"
Santosh,Misra,"Santosh, Misra",Tamil Nadu E Governance Agcy,Govt Tamil Nadu,India,"Nripendra P, Rana"
Prakhar,Prashant,"Prakhar, Prashant",Woodland Hills,Sabaps Corp,USA,"Nripendra P, Rana"
Ramakrishnan,Raman,"Ramakrishnan, Raman",Symbiosis Inst Business Management,Symbiosis Int Deemed Univ,India,"Nripendra P, Rana"
Sujeet K,Sharma,"Sujeet K, Sharma",Informat Syst & Analyt Area,Indian Inst Management Tiruchirappalli,India,"Nripendra P, Rana"
Nitin,Upadhyay,"Nitin, Upadhyay",Ctr Innovat Informat Technol & Operat Management,Goa Inst Management,India,"Nripendra P, Rana"
