first_name,last_name,full_name,department,university,country,leader
Mohd Raeed,Jamiruddin,"Mohd Raeed, Jamiruddin",Pharm,BRAC Univ,Bangladesh,"Mainul, Haque"
Nihad,Adnan,"Nihad, Adnan",Microbiol,Jahangirnagar Univ,Bangladesh,"Mainul, Haque"
Acharya,Balkrishna,"Acharya, Balkrishna",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Subarna,Pokhrel,"Subarna, Pokhrel",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Hoshiyar,Singh,"Hoshiyar, Singh",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Monali,Joshi,"Monali, Joshi",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Vallabh Prakash,Mulay,"Vallabh Prakash, Mulay",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Swati,Haldar,"Swati, Haldar",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Anurag,Varshney,"Anurag, Varshney",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Swati, Haldar"
Acharya,Balkrishna,"Acharya, Balkrishna",Allied & Appl Sci,Univ Patanjali,India,"Swati, Haldar"
Anurag,Varshney,"Anurag, Varshney",Allied & Appl Sci,Univ Patanjali,India,"Swati, Haldar"
Ruby,Dhar,"Ruby, Dhar",Biochem,All India Inst Med Sci,India,"Subhradip, Karmakar"
Subhradip,Karmakar,"Subhradip, Karmakar",Biochem,All India Inst Med Sci,India,"Subhradip, Karmakar"
Babban,Jee,"Babban, Jee",Hlth Res,Govt India,India,"Subhradip, Karmakar"
Arti,Sharma,"Arti, Sharma",Chem Technol Div,CSIR Inst Himalayan Bioresource Technol,India,"Sushil K, Maurya"
Kajal,Kaliya,"Kajal, Kaliya",Chem Technol Div,CSIR Inst Himalayan Bioresource Technol,India,"Sushil K, Maurya"
Sushil K,Maurya,"Sushil K, Maurya",Chem Technol Div,CSIR Inst Himalayan Bioresource Technol,India,"Sushil K, Maurya"
Arti,Sharma,"Arti, Sharma",Acad Sci & Innovat Res,CSIR HRDC,India,"Sushil K, Maurya"
Kajal,Kaliya,"Kajal, Kaliya",Acad Sci & Innovat Res,CSIR HRDC,India,"Sushil K, Maurya"
Sushil K,Maurya,"Sushil K, Maurya",Acad Sci & Innovat Res,CSIR HRDC,India,"Sushil K, Maurya"
Acharya,Balkrishna,"Acharya, Balkrishna",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Anurag, Varshney"
Swati,Haldar,"Swati, Haldar",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Anurag, Varshney"
Hoshiyar,Singh,"Hoshiyar, Singh",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Anurag, Varshney"
Anurag,Varshney,"Anurag, Varshney",Drug Discovery & Dev Div,Patanjali Res Inst,India,"Anurag, Varshney"
Acharya,Balkrishna,"Acharya, Balkrishna",Allied & Appl Sci,Univ Patanjali,India,"Anurag, Varshney"
Anurag,Varshney,"Anurag, Varshney",Allied & Appl Sci,Univ Patanjali,India,"Anurag, Varshney"
Partha,Roy,"Partha, Roy",Biotechnol,Indian Inst Technol Roorkee,India,"Anurag, Varshney"
Nandeeta,Samad,"Nandeeta, Samad",Publ Hlth,North South Univ,Bangladesh,"Mainul, Haque"
Temitayo Eniola,Sodunke,"Temitayo Eniola, Sodunke",Anat,Univ Ilorin,Nigeria,"Mainul, Haque"
Abdullahi Rabiu,Abubakar,"Abdullahi Rabiu, Abubakar",Fac Pharmaceut Sci,Bayero Univ,Nigeria,"Mainul, Haque"
Iffat,Jahan,"Iffat, Jahan",Physiol,Eastern Med Coll,Bangladesh,"Mainul, Haque"
Paras,Sharma,"Paras, Sharma",Pharmacognosy,BVM Coll Pharm,India,"Mainul, Haque"
Salequl,Islam,"Salequl, Islam",Microbiol,Jahangirnagar Univ,Bangladesh,"Mainul, Haque"
Siddhartha,Dutta,"Siddhartha, Dutta",Pharmacol,All India Inst Med Sci,India,"Mainul, Haque"
Mainul,Haque,"Mainul, Haque",Natl Def Univ Malaysia,Univ Pertahanan Nas Malaysia,Malaysia,"Mainul, Haque"
Prabira Kumar,Sethy,"Prabira Kumar, Sethy",Elect,Sambalpur Univ,India,"Prabira Kumar, Sethy"
Santi Kumari,Behera,"Santi Kumari, Behera",Comp Sci & Engn,VSSUT,India,"Prabira Kumar, Sethy"
Komma,Anitha,"Komma, Anitha",Elect & Commun Engn,Prasad V Potluri Siddhartha Inst Technol,India,"Prabira Kumar, Sethy"
Chanki,Pandey,"Chanki, Pandey",Elect & Telecommun Engn,GEC,India,"Prabira Kumar, Sethy"
M R,Khan,"M R, Khan",Elect & Telecommun Engn,GEC,India,"Prabira Kumar, Sethy"
Yashvi,Sharma,"Yashvi, Sharma",Stem Cell Facil,All India Inst Med Sci,India,"Sujata, Mohanty"
Suchi,Gupta,"Suchi, Gupta",Stem Cell Facil,All India Inst Med Sci,India,"Sujata, Mohanty"
Sujata,Mohanty,"Sujata, Mohanty",Stem Cell Facil,All India Inst Med Sci,India,"Sujata, Mohanty"
Usha,Dutta,"Usha, Dutta",Gastroenterol,PGIMER,India,"Usha, Dutta"
Anurag,Sachan,"Anurag, Sachan",Gastroenterol,PGIMER,India,"Usha, Dutta"
Madhumita,Premkumar,"Madhumita, Premkumar",Gastroenterol,PGIMER,India,"Usha, Dutta"
Jayanta,Samanta,"Jayanta, Samanta",Gastroenterol,PGIMER,India,"Usha, Dutta"
Rakesh,Kochhar,"Rakesh, Kochhar",Gastroenterol,PGIMER,India,"Usha, Dutta"
Madhumita,Premkumar,"Madhumita, Premkumar",Hepatol,PGIMER,India,"Usha, Dutta"
Tulika,Gupta,"Tulika, Gupta",Anat,PGIMER,India,"Usha, Dutta"
Swapnajeet,Sahoo,"Swapnajeet, Sahoo",Psychiat,PGIMER,India,"Usha, Dutta"
Sandeep,Grover,"Sandeep, Grover",Psychiat,PGIMER,India,"Usha, Dutta"
Sugandhi,Sharma,"Sugandhi, Sharma",Community Med,PGIMER,India,"Usha, Dutta"
P V M,Lakshmi,"P V M, Lakshmi",Community Med,PGIMER,India,"Usha, Dutta"
Gurmeet,Singh,"Gurmeet, Singh",Community Med,PGIMER,India,"Usha, Dutta"
Arun K,Aggarwal,"Arun K, Aggarwal",Community Med,PGIMER,India,"Usha, Dutta"
Kapil,Goel,"Kapil, Goel",Community Med,PGIMER,India,"Usha, Dutta"
J S,Thakur,"J S, Thakur",Community Med,PGIMER,India,"Usha, Dutta"
Sugandhi,Sharma,"Sugandhi, Sharma",Sch Publ Hlth,PGIMER,India,"Usha, Dutta"
P V M,Lakshmi,"P V M, Lakshmi",Sch Publ Hlth,PGIMER,India,"Usha, Dutta"
Gurmeet,Singh,"Gurmeet, Singh",Sch Publ Hlth,PGIMER,India,"Usha, Dutta"
Arun K,Aggarwal,"Arun K, Aggarwal",Sch Publ Hlth,PGIMER,India,"Usha, Dutta"
Kapil,Goel,"Kapil, Goel",Sch Publ Hlth,PGIMER,India,"Usha, Dutta"
J S,Thakur,"J S, Thakur",Sch Publ Hlth,PGIMER,India,"Usha, Dutta"
Shweta,Talati,"Shweta, Talati",Hosp Adm,PGIMER,India,"Usha, Dutta"
Pankaj,Arora,"Pankaj, Arora",Hosp Adm,PGIMER,India,"Usha, Dutta"
Rashmi Ranjan,Guru,"Rashmi Ranjan, Guru",Hosp Adm,PGIMER,India,"Usha, Dutta"
Navin,Pandey,"Navin, Pandey",Hosp Adm,PGIMER,India,"Usha, Dutta"
Vipin,Koushal,"Vipin, Koushal",Hosp Adm,PGIMER,India,"Usha, Dutta"
Ashok,Kumar,"Ashok, Kumar",Hosp Adm,PGIMER,India,"Usha, Dutta"
Ranjitpal Singh,Bhogal,"Ranjitpal Singh, Bhogal",Hosp Adm,PGIMER,India,"Usha, Dutta"
Pranay,Mahajan,"Pranay, Mahajan",Hosp Adm,PGIMER,India,"Usha, Dutta"
Manisha,Biswal,"Manisha, Biswal",Microbiol,PGIMER,India,"Usha, Dutta"
Arunaloke,Chakrabarti,"Arunaloke, Chakrabarti",Microbiol,PGIMER,India,"Usha, Dutta"
Vikas,Suri,"Vikas, Suri",Internal Med,PGIMER,India,"Usha, Dutta"
Pankaj,Arora,"Pankaj, Arora",Internal Med,PGIMER,India,"Usha, Dutta"
Ritin,Mohindra,"Ritin, Mohindra",Internal Med,PGIMER,India,"Usha, Dutta"
Pankaj,Malhotra,"Pankaj, Malhotra",Internal Med,PGIMER,India,"Usha, Dutta"
Ashish,Bhalla,"Ashish, Bhalla",Internal Med,PGIMER,India,"Usha, Dutta"
Sanjay,Jain,"Sanjay, Jain",Internal Med,PGIMER,India,"Usha, Dutta"
Mini P,Singh,"Mini P, Singh",Virol,PGIMER,India,"Usha, Dutta"
Arnab,Ghosh,"Arnab, Ghosh",Virol,PGIMER,India,"Usha, Dutta"
Babita,Ghai,"Babita, Ghai",Anesthesia,PGIMER,India,"Usha, Dutta"
Narayana,Yaddanapudi,"Narayana, Yaddanapudi",Anesthesia,PGIMER,India,"Usha, Dutta"
Goverdhan Dutt,Puri,"Goverdhan Dutt, Puri",Anesthesia,PGIMER,India,"Usha, Dutta"
Rajesh,Chhabra,"Rajesh, Chhabra",Neurosurg,PGIMER,India,"Usha, Dutta"
Bhavneet,Bharti,"Bhavneet, Bharti",Pediat,PGIMER,India,"Usha, Dutta"
Muralidharan,Jayashree,"Muralidharan, Jayashree",Pediat,PGIMER,India,"Usha, Dutta"
Sunita,Malhotra,"Sunita, Malhotra",Dietet,PGIMER,India,"Usha, Dutta"
Rakesh,Sehgal,"Rakesh, Sehgal",Parasitol,PGIMER,India,"Usha, Dutta"
Inderpaul Singh,Sehgal,"Inderpaul Singh, Sehgal",Pulmonol,PGIMER,India,"Usha, Dutta"
Ritesh,Agarwal,"Ritesh, Agarwal",Pulmonol,PGIMER,India,"Usha, Dutta"
Jagat,Ram,"Jagat, Ram",Dep Ophthalmol,PGIMER,India,"Usha, Dutta"
Abdulaziz,Attaallah,"Abdulaziz, Attaallah",Fac Comp & Informat Technol,King Abdulaziz Univ,Arabia,"Alka, Agrawal"
Sabita,Khatri,"Sabita, Khatri",Informat Technol,Babasaheb Bhimrao Ambedkar Univ,India,"Alka, Agrawal"
Mohd,Nadeem,"Mohd, Nadeem",Informat Technol,Babasaheb Bhimrao Ambedkar Univ,India,"Alka, Agrawal"
Syed Anas,Ansar,"Syed Anas, Ansar",Informat Technol,Babasaheb Bhimrao Ambedkar Univ,India,"Alka, Agrawal"
Abhishek Kumar,Pandey,"Abhishek Kumar, Pandey",Informat Technol,Babasaheb Bhimrao Ambedkar Univ,India,"Alka, Agrawal"
Alka,Agrawal,"Alka, Agrawal",Informat Technol,Babasaheb Bhimrao Ambedkar Univ,India,"Alka, Agrawal"
Prasantha Bharathi,Dhandapani,"Prasantha Bharathi, Dhandapani",Math,Sri Ramakrishna Mission Vidyalaya Coll Arts & Sci,India,"Dumitru, Baleanu"
Jayakumar,Thippan,"Jayakumar, Thippan",Math,Sri Ramakrishna Mission Vidyalaya Coll Arts & Sci,India,"Dumitru, Baleanu"
Vinoth,Sivakumar,"Vinoth, Sivakumar",Math,Sri Ramakrishna Mission Vidyalaya Coll Arts & Sci,India,"Dumitru, Baleanu"
Dumitru,Baleanu,"Dumitru, Baleanu",Math,Cankaya Univ,Turkey,"Dumitru, Baleanu"
Dumitru,Baleanu,"Dumitru, Baleanu",Magurele,Inst Space Sci,Romania,"Dumitru, Baleanu"
Dumitru,Baleanu,"Dumitru, Baleanu",China Med Univ Hosp,China Med Univ,Taiwan,"Dumitru, Baleanu"
Kiran,Chunduru,"Kiran, Chunduru",Kasturba Med Coll,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Kavitha,Saravu,"Kavitha, Saravu",Kasturba Med Coll,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Runali,Sankhe,"Runali, Sankhe",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Farmiza,Begum,"Farmiza, Begum",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Nalini,Sodum,"Nalini, Sodum",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Nitesh,Kumar,"Nitesh, Kumar",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Anoop,Kishore,"Anoop, Kishore",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Rekha R,Shenoy,"Rekha R, Shenoy",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
C Mallikarjuna,Rao,"C Mallikarjuna, Rao",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Kiran,Chunduru,"Kiran, Chunduru",Pharmacol & Toxicol,Natl Inst Pharmaceut Educ & Res,India,"Nitesh, Kumar"
Nitesh,Kumar,"Nitesh, Kumar",Pharmacol & Toxicol,Natl Inst Pharmaceut Educ & Res,India,"Nitesh, Kumar"
Kavitha,Saravu,"Kavitha, Saravu",Manipal Ctr Infect Dis,Manipal Acad Higher Educ,India,"Nitesh, Kumar"
Geetanjali,Rathee,"Geetanjali, Rathee",Comp Sci & Engn,Jaypee Univ Informat Technol,India,"Atif, Alamri"
Sahil,Garg,"Sahil, Garg",Elect Engn,Univ Quebec,Canada,"Atif, Alamri"
Georges,Kaddoum,"Georges, Kaddoum",Elect Engn,Univ Quebec,Canada,"Atif, Alamri"
Yulei,Wu,"Yulei, Wu",Coll Engn Math & Phys Sci,Univ Exeter,England,"Atif, Alamri"
Sahil,Garg,"Sahil, Garg",Sch Comp Sci & Robot,Natl Res Tomsk Polytech Univ TPU,Russia,"Atif, Alamri"
Dushantha Nalin K,Jayakody,"Dushantha Nalin K, Jayakody",Sch Comp Sci & Robot,Natl Res Tomsk Polytech Univ TPU,Russia,"Atif, Alamri"
Dushantha Nalin K,Jayakody,"Dushantha Nalin K, Jayakody",Fac Engn & Technol,Ctr Telecommun Res,Lanka,"Atif, Alamri"
Atif,Alamri,"Atif, Alamri",Coll Comp & Informat Sci,King Saud Univ,Arabia,"Atif, Alamri"
Jagadeesha R,Bhat,"Jagadeesha R, Bhat",Mangalore 575028,St Joseph Engn Coll,India,"Salman A, Alqahtani"
Salman A,Alqahtani,"Salman A, Alqahtani",Res Chair Pervas & Mobile Comp,King Saud Univ,Arabia,"Salman A, Alqahtani"
Simran,Kaur,"Simran, Kaur",Physiol,All India Inst Med Sci,India,"Simran, Kaur"
Megha,Bir,"Megha, Bir",Physiol,All India Inst Med Sci,India,"Simran, Kaur"
Dinu S,Chandran,"Dinu S, Chandran",Physiol,All India Inst Med Sci,India,"Simran, Kaur"
Kishore Kumar,Deepak,"Kishore Kumar, Deepak",Physiol,All India Inst Med Sci,India,"Simran, Kaur"
S,Snekalatha,"S, Snekalatha",Physiol,ESIC Med Coll & Post Grad Inst Med Sci & Res,India,"S, Snekalatha"
S Mohamed,Marzuk,"S Mohamed, Marzuk",Physiol,ESIC Med Coll & Post Grad Inst Med Sci & Res,India,"S, Snekalatha"
Swapnatai A,Meshram,"Swapnatai A, Meshram",Physiol,ESIC Med Coll & Post Grad Inst Med Sci & Res,India,"S, Snekalatha"
K Uma,Maheswari,"K Uma, Maheswari",Physiol,ESIC Med Coll & Post Grad Inst Med Sci & Res,India,"S, Snekalatha"
G,Sugapriya,"G, Sugapriya",Physiol,ESIC Med Coll & Post Grad Inst Med Sci & Res,India,"S, Snekalatha"
K,Sivasharan,"K, Sivasharan",Physiol,ESIC Med Coll & Post Grad Inst Med Sci & Res,India,"S, Snekalatha"
Syed Mahfuz,Al Hasan,"Syed Mahfuz, Al Hasan",Fac Med,Kagawa Univ,Japan,"Syed Mahfuz, Al Hasan"
Kanae,Kanda,"Kanae, Kanda",Fac Med,Kagawa Univ,Japan,"Syed Mahfuz, Al Hasan"
Nlandu Roger,Ngatu,"Nlandu Roger, Ngatu",Fac Med,Kagawa Univ,Japan,"Syed Mahfuz, Al Hasan"
Tomohiro,Hirao,"Tomohiro, Hirao",Fac Med,Kagawa Univ,Japan,"Syed Mahfuz, Al Hasan"
Jennifer,Saulam,"Jennifer, Saulam",Food Proc & Nutr,Karnataka State Akkamahadevi Womens Univ,India,"Syed Mahfuz, Al Hasan"
Adam P,Liff,"Adam P, Liff",Hamilton Lugar Sch Global & Int Studies,Indiana Univ,USA,"Adam P, Liff"
Adam P,Liff,"Adam P, Liff",Hamilton Lugar Sch Global & Int Studies,Indiana Univ,USA,"Adam P, Liff"
Archana,Madhav,"Archana, Madhav",Med,Univ Cambridge,England,"Ankur, Mutreja"
Ankur,Mutreja,"Ankur, Mutreja",Med,Univ Cambridge,England,"Ankur, Mutreja"
Tanshi,Mehrotra,"Tanshi, Mehrotra",Translat Hlth Sci & Technol Inst,Delhi NCR,India,"Ankur, Mutreja"
Pallavi,Sinha,"Pallavi, Sinha",Translat Hlth Sci & Technol Inst,Delhi NCR,India,"Ankur, Mutreja"
Ankur,Mutreja,"Ankur, Mutreja",Translat Hlth Sci & Technol Inst,Delhi NCR,India,"Ankur, Mutreja"
Ruth B,Schneider,"Ruth B, Schneider",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Katherine,Amodeo,"Katherine, Amodeo",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Christopher G,Tarolli,"Christopher G, Tarolli",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Jamie L,Adams,"Jamie L, Adams",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Kevin,Biglan,"Kevin, Biglan",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Ira,Shoulson,"Ira, Shoulson",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Elise,Kayson,"Elise, Kayson",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Earl Ray,Dorsey,"Earl Ray, Dorsey",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Ruth B,Schneider,"Ruth B, Schneider",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Shalini,Anthwal,"Shalini, Anthwal",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Taylor L,Myers,"Taylor L, Myers",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Elizabeth,Baloga,"Elizabeth, Baloga",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Sidney,Duquette,"Sidney, Duquette",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Christopher G,Tarolli,"Christopher G, Tarolli",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Jamie L,Adams,"Jamie L, Adams",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Ira,Shoulson,"Ira, Shoulson",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Elise,Kayson,"Elise, Kayson",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Earl Ray,Dorsey,"Earl Ray, Dorsey",Med Ctr,Univ Rochester,USA,"Ruth B, Schneider"
Larsson,Omberg,"Larsson, Omberg",Seattle,Sage Bionetworks,USA,"Ruth B, Schneider"
Phil,Snyder,"Phil, Snyder",Seattle,Sage Bionetworks,USA,"Ruth B, Schneider"
Lara,Mangravite,"Lara, Mangravite",Seattle,Sage Bionetworks,USA,"Ruth B, Schneider"
Eric A,Macklin,"Eric A, Macklin",Biostat Ctr,Massachusetts Gen Hosp,USA,"Ruth B, Schneider"
Eric A,Macklin,"Eric A, Macklin",Boston,Harvard Med Sch,USA,"Ruth B, Schneider"
Margaret,Daeschler,"Margaret, Daeschler",New York,Michael J Fox Fdn Parkinsons Res,USA,"Ruth B, Schneider"
Lauren,Bataille,"Lauren, Bataille",New York,Michael J Fox Fdn Parkinsons Res,USA,"Ruth B, Schneider"
Joshua,Gottesman,"Joshua, Gottesman",New York,Michael J Fox Fdn Parkinsons Res,USA,"Ruth B, Schneider"
Catherine M,Kopil,"Catherine M, Kopil",New York,Michael J Fox Fdn Parkinsons Res,USA,"Ruth B, Schneider"
Katherine F,Callahan,"Katherine F, Callahan",Neurol,Massachusetts Gen Hosp,USA,"Ruth B, Schneider"
Michael A,Schwarzschild,"Michael A, Schwarzschild",Neurol,Massachusetts Gen Hosp,USA,"Ruth B, Schneider"
Codrin,Lungu,"Codrin, Lungu",Div Clin Res,NINDS,USA,"Ruth B, Schneider"
Alberto,Ascherio,"Alberto, Ascherio",Nutr,Harvard TH Chan Sch Publ Hlth,USA,"Ruth B, Schneider"
James C,Beck,"James C, Beck",New York,Parkinsons Fdn,USA,"Ruth B, Schneider"
Dan,Novak,"Dan, Novak",New York,Parkinsons Fdn,USA,"Ruth B, Schneider"
Kevin,Biglan,"Kevin, Biglan",Indianapolis,Eli Lilly & Co,USA,"Ruth B, Schneider"
Alberto J,Espay,"Alberto J, Espay",Neurol,Univ Cincinnati,USA,"Ruth B, Schneider"
Caroline,Tanner,"Caroline, Tanner",Neurol,Univ Calif San Francisco,USA,"Ruth B, Schneider"
David,Oakes,"David, Oakes",Biostat,Univ Rochester,USA,"Ruth B, Schneider"
Ira,Shoulson,"Ira, Shoulson",Sarasota,Grey Matter Technol,USA,"Ruth B, Schneider"
Tanya,Simuni,"Tanya, Simuni",Neurol,Northwestern Univ,USA,"Ruth B, Schneider"
Natalia,Soldevila Domenech,"Natalia, Soldevila Domenech",Integrat Pharmacol & Syst Neurosci Res Grp,Hosp Mar Med Res Inst IMIM,Spain,"Rafael, Maldonado"
Pau,Nebot,"Pau, Nebot",Integrat Pharmacol & Syst Neurosci Res Grp,Hosp Mar Med Res Inst IMIM,Spain,"Rafael, Maldonado"
Rafael de la,Torre,"Rafael de la, Torre",Integrat Pharmacol & Syst Neurosci Res Grp,Hosp Mar Med Res Inst IMIM,Spain,"Rafael, Maldonado"
Natalia,Soldevila Domenech,"Natalia, Soldevila Domenech",Expt & Hlth Sci,Univ Pompeu Fabra CEXS UPF,Spain,"Rafael, Maldonado"
Rafael de la,Torre,"Rafael de la, Torre",Expt & Hlth Sci,Univ Pompeu Fabra CEXS UPF,Spain,"Rafael, Maldonado"
Laura,Tio,"Laura, Tio",PRBB,IMIM Hosp Mar Med Res Inst,Spain,"Rafael, Maldonado"
Jone,Llorente Onaindia,"Jone, Llorente Onaindia",PRBB,IMIM Hosp Mar Med Res Inst,Spain,"Rafael, Maldonado"
Elena,Martin Garcia,"Elena, Martin Garcia",PRBB,IMIM Hosp Mar Med Res Inst,Spain,"Rafael, Maldonado"
Pau,Nebot,"Pau, Nebot",PRBB,IMIM Hosp Mar Med Res Inst,Spain,"Rafael, Maldonado"
Rafael,Maldonado,"Rafael, Maldonado",PRBB,IMIM Hosp Mar Med Res Inst,Spain,"Rafael, Maldonado"
Jordi,Monfort,"Jordi, Monfort",PRBB,IMIM Hosp Mar Med Res Inst,Spain,"Rafael, Maldonado"
Elena,Martin Garcia,"Elena, Martin Garcia",Expt & Hlth Sci,Univ Pompeu Fabra,Spain,"Rafael, Maldonado"
Rafael,Maldonado,"Rafael, Maldonado",Expt & Hlth Sci,Univ Pompeu Fabra,Spain,"Rafael, Maldonado"
Rafael de la,Torre,"Rafael de la, Torre",Spanish Biomed Res Ctr Physiopathol Obes & Nutr C,Inst Salud Carlos III ISCIII,Spain,"Rafael, Maldonado"
Alba,Gurt,"Alba, Gurt",CAP Vila Olimp,Parc Sanitari Pere Virgili,Spain,"Rafael, Maldonado"
Jordi,Monfort,"Jordi, Monfort",Rheumatol Serv,Hosp Mar,Spain,"Rafael, Maldonado"
Prajwal,Eachempati,"Prajwal, Eachempati",IT Syst,Indian Inst Management Rohtak,India,"Prajwal, Eachempati"
Praveen Ranjan,Srivastava,"Praveen Ranjan, Srivastava",IT Syst,Indian Inst Management Rohtak,India,"Prajwal, Eachempati"
Zuopeng Justin,Zhang,"Zuopeng Justin, Zhang",Coggin Coll Business,Univ North Florida,USA,"Prajwal, Eachempati"
Palaniyandi,Umadevi,"Palaniyandi, Umadevi",Div Crop Improvement & Biotechnol,ICAR Indian Inst Spices Res,India,"Subramanian, Manivannan"
Abdulkabeer Muhammed,Fayad,"Abdulkabeer Muhammed, Fayad",Div Crop Improvement & Biotechnol,ICAR Indian Inst Spices Res,India,"Subramanian, Manivannan"
Sreekumar,Shelvy,"Sreekumar, Shelvy",Div Crop Improvement & Biotechnol,ICAR Indian Inst Spices Res,India,"Subramanian, Manivannan"
Subramanian,Manivannan,"Subramanian, Manivannan",Hort,Cent Univ Tamil Nadu,India,"Subramanian, Manivannan"
Palaniyandi,Umadevi,"Palaniyandi, Umadevi",Rice Breeding & Genet Res Ctr,ICAR Indian Agr Res Inst,India,"Subramanian, Manivannan"
Manu,Goyal,"Manu, Goyal",Obstet & Gynecol,All India Inst Med Sci,India,"Manu, Goyal"
Pratibha,Singh,"Pratibha, Singh",Obstet & Gynecol,All India Inst Med Sci,India,"Manu, Goyal"
Kuldeep,Singh,"Kuldeep, Singh",Obstet & Gynecol,All India Inst Med Sci,India,"Manu, Goyal"
Shashank,Shekhar,"Shashank, Shekhar",Obstet & Gynecol,All India Inst Med Sci,India,"Manu, Goyal"
Neha,Agrawal,"Neha, Agrawal",Obstet & Gynecol,All India Inst Med Sci,India,"Manu, Goyal"
Sanjeev,Misra,"Sanjeev, Misra",Obstet & Gynecol,All India Inst Med Sci,India,"Manu, Goyal"
Rituraj,Upadhyay,"Rituraj, Upadhyay",Radiat Oncol,Univ Texas MD Anderson Canc Ctr,USA,"Abhishek, Shankar"
Abhishek,Shankar,"Abhishek, Shankar",Radiat Oncol,Lady Hardinge Med Coll & SSK Hosp,India,"Abhishek, Shankar"
Jagriti,Gupta,"Jagriti, Gupta",Sch Biotechnol,Jawaharlal Nehru Univ,India,
Jaydeep,Bhattacharya,"Jaydeep, Bhattacharya",Sch Biotechnol,Jawaharlal Nehru Univ,India,
Jyoti,Bisht,"Jyoti, Bisht",Phys & Astron,NIT Rourkella,India,
Mini,Agrawal,"Mini, Agrawal",Amity Inst Integrat Sci & Hlth,Amity Univ Haryana,India,
Ranjita,Ghosh Moulick,"Ranjita, Ghosh Moulick",Amity Inst Integrat Sci & Hlth,Amity Univ Haryana,India,
Prasenjit,Sen,"Prasenjit, Sen",Sch Phys Sci,Jawaharlal Nehru Univ,India,
Roshan,Wathore,"Roshan, Wathore",Nagpur,CSIR Natl Environm Engn Res Inst NEERI,India,"Nitin, Labhasetwar"
Ankit,Gupta,"Ankit, Gupta",Nagpur,CSIR Natl Environm Engn Res Inst NEERI,India,"Nitin, Labhasetwar"
Hemant,Bherwani,"Hemant, Bherwani",Nagpur,CSIR Natl Environm Engn Res Inst NEERI,India,"Nitin, Labhasetwar"
Nitin,Labhasetwar,"Nitin, Labhasetwar",Nagpur,CSIR Natl Environm Engn Res Inst NEERI,India,"Nitin, Labhasetwar"
Ankit,Gupta,"Ankit, Gupta",Acad Sci & Innovat Res AcSIR,CSIR NEERI,India,"Nitin, Labhasetwar"
Hemant,Bherwani,"Hemant, Bherwani",Acad Sci & Innovat Res AcSIR,CSIR NEERI,India,"Nitin, Labhasetwar"
Nitin,Labhasetwar,"Nitin, Labhasetwar",Acad Sci & Innovat Res AcSIR,CSIR NEERI,India,"Nitin, Labhasetwar"
Kamini,Upadhyay,"Kamini, Upadhyay",Ctr Appl Res Elect,IIT Delhi,India,"Kamini, Upadhyay"
Monika,Agrawal,"Monika, Agrawal",Ctr Appl Res Elect,IIT Delhi,India,"Kamini, Upadhyay"
Desh,Deepak,"Desh, Deepak",Resp Med,Dr Ram Manohar Lohia Hosp,India,"Kamini, Upadhyay"
