first_name,last_name,full_name,department,organization,country,leader,times_cited,team_id,position,api_name
Tom,Douglass,"Tom, Douglass",Bentonville,Catapult Consulting,USA,"Venkatesh, Shankar",2,37,other,Tom
John,Hennessey,"John, Hennessey",Chicago,Retail & CPG Technol Leader,USA,"Venkatesh, Shankar",2,37,other,John
J S,Bull,"J S, Bull",Springdale,WhyteSpyder Inc,USA,"Venkatesh, Shankar",2,37,other,Bull
Rand,Waddoups,"Rand, Waddoups",Bentonville,Walmart Inc,USA,"Venkatesh, Shankar",2,37,last,Rand
Arumugam Vijaya,Anand,"Arumugam Vijaya, Anand",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand",0,38,"first, leader",Arumugam
Mohandass,Kaviya,"Mohandass, Kaviya",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand",0,38,other,Mohandass
Kathirvel,Bharathi,"Kathirvel, Bharathi",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand",0,38,other,Kathirvel
Aluru,Parithathvi,"Aluru, Parithathvi",Human Genet & Mol Biol,Bharathiar Univ,India,"Arumugam Vijaya, Anand",0,38,other,Aluru
Balasubramanian,Balamuralikrishnan,"Balasubramanian, Balamuralikrishnan",Coll Life Sci,Sejong Univ,Korea,"Arumugam Vijaya, Anand",0,38,other,Balasubramanian
Meyyazhagan,Arun,"Meyyazhagan, Arun",Life Sci,CHRIST Deemed Univ,India,"Arumugam Vijaya, Anand",0,38,other,Meyyazhagan
Nachiappan,Senthilkumar,"Nachiappan, Senthilkumar",Forest Campus,Inst Forest Genet & Tree Breeding IFGTB,India,"Arumugam Vijaya, Anand",0,38,other,Nachiappan
Shanmugam,Velayuthaprabhu,"Shanmugam, Velayuthaprabhu",Biotechnol,Bharathiar Univ,India,"Arumugam Vijaya, Anand",0,38,other,Shanmugam
Muthukrishnan,Saradhadevi,"Muthukrishnan, Saradhadevi",Biochem,Bharathiar Univ,India,"Arumugam Vijaya, Anand",0,38,other,Muthukrishnan
Naif Abdullah,Al Dhabi,"Naif Abdullah, Al Dhabi",Coll Sci,King Saud Univ,Arabia,"Arumugam Vijaya, Anand",0,38,other,Naif
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Coll Sci,King Saud Univ,Arabia,"Arumugam Vijaya, Anand",0,38,other,Mariadhas
Mariadhas Valan,Arasu,"Mariadhas Valan, Arasu",Xavier Res Fdn,St Xaviers Coll,India,"Arumugam Vijaya, Anand",0,38,other,Mariadhas
Mohammad Iqbal,Yatoo,"Mohammad Iqbal, Yatoo",Fac Vet Sci & Anim Husb,Sher E Kashmir Univ Agr Sci & Technol Kashmir,India,"Arumugam Vijaya, Anand",0,38,other,Mohammad
Ruchi,Tiwari,"Ruchi, Tiwari",Coll Vet Sci,UP Deen Dayal Upadhayay Pashu Chikitsa Vigyan Vis,India,"Arumugam Vijaya, Anand",0,38,other,Ruchi
Kuldeep,Dhama,"Kuldeep, Dhama",Div Pathol,ICAR Indian Vet Res Inst,India,"Arumugam Vijaya, Anand",0,38,last,Kuldeep
Waleed,Alhazzani,"Waleed, Alhazzani",Med,McMaster Univ,Canada,"Andrew, Rhodes",2,39,first,Waleed
Mark,Loeb,"Mark, Loeb",Med,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Mark
Simon,Oczkowski,"Simon, Oczkowski",Med,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Simon
Mark,Crowther,"Mark, Crowther",Med,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Mark
Emilie,Belley Cote,"Emilie, Belley Cote",Med,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Emilie
Kimberley,Lewis,"Kimberley, Lewis",Med,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Kimberley
Waleed,Alhazzani,"Waleed, Alhazzani",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Waleed
Mark,Loeb,"Mark, Loeb",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Mark
Simon,Oczkowski,"Simon, Oczkowski",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Simon
Mark,Crowther,"Mark, Crowther",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Mark
Kimberley,Lewis,"Kimberley, Lewis",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Kimberley
Zainab,Al Duhailib,"Zainab, Al Duhailib",Hlth Res Methods Evidence & Impact,McMaster Univ,Canada,"Andrew, Rhodes",2,39,other,Zainab
Laura,Evans,"Laura, Evans",Pulm & Crit Care Med,Univ Washington,USA,"Andrew, Rhodes",2,39,other,Laura
Fayez,Alshamsi,"Fayez, Alshamsi",Coll Med & Hlth Sci,United Arab Emirates Univ,Emirates,"Andrew, Rhodes",2,39,other,Fayez
Morten Hylander,Moller,"Morten Hylander, Moller",Intens Care,Copenhagen Univ Hosp,Denmark,"Andrew, Rhodes",2,39,other,Morten
Morten Hylander,Moller,"Morten Hylander, Moller",Bridgewater Township,Scandinavian Soc Anaesthesiol & Intens Care Med S,USA,"Andrew, Rhodes",2,39,other,Morten
Marlies,Ostermann,"Marlies, Ostermann",Crit Care,Kings Coll London,England,"Andrew, Rhodes",2,39,other,Marlies
Hallie C,Prescott,"Hallie C, Prescott",Med,Univ Michigan,USA,"Andrew, Rhodes",2,39,other,Hallie
Yaseen M,Arabi,"Yaseen M, Arabi",King Abdullah Int Med Res Ctr,King Saud Bin Abdulaziz Univ Hlth Sci,Arabia,"Andrew, Rhodes",2,39,other,Yaseen
Michelle Ng,Gong,"Michelle Ng, Gong",Montefiore Healthcare Syst,Albert Einstein Coll Med,USA,"Andrew, Rhodes",2,39,other,Michelle
Eddy,Fan,"Eddy, Fan",Inter Div Crit Care Med,Univ Toronto,Canada,"Andrew, Rhodes",2,39,other,Eddy
Eddy,Fan,"Eddy, Fan",Inst Hlth Policy Management & Evaluat,Univ Toronto,Canada,"Andrew, Rhodes",2,39,other,Eddy
Mitchell M,Levy,"Mitchell M, Levy",Warren Alpert Sch Med,Brown Univ,USA,"Andrew, Rhodes",2,39,other,Mitchell
Leonard,Mermel,"Leonard, Mermel",Warren Alpert Sch Med,Brown Univ,USA,"Andrew, Rhodes",2,39,other,Leonard
Mitchell M,Levy,"Mitchell M, Levy",Providence,Rhode Isl Hosp,USA,"Andrew, Rhodes",2,39,other,Mitchell
Lennie,Derde,"Lennie, Derde",Univ Med Ctr Utrecht,Univ Utrecht,Netherlands,"Andrew, Rhodes",2,39,other,Lennie
Jozef,Kesecioglu,"Jozef, Kesecioglu",Univ Med Ctr Utrecht,Univ Utrecht,Netherlands,"Andrew, Rhodes",2,39,other,Jozef
Lennie,Derde,"Lennie, Derde",Utrecht,Julius Ctr Hlth Sci & Primary Care,Netherlands,"Andrew, Rhodes",2,39,other,Lennie
Amy,Dzierba,"Amy, Dzierba",Pharm,Columbia Univ,USA,"Andrew, Rhodes",2,39,other,Amy
Bin,Du,"Bin, Du",Peking Union Med Coll & Chinese Acad Med Sci,Peking Union Med Coll Hosp,China,"Andrew, Rhodes",2,39,other,Bin
Flavia,Machado,"Flavia, Machado",Anaesthesiol Pain & Intens Care,Univ Fed Sao Paulo,Brazil,"Andrew, Rhodes",2,39,other,Flavia
Hannah,Wunsch,"Hannah, Wunsch",Crit Care Med,Sunnybrook Hlth Sci Ctr,Canada,"Andrew, Rhodes",2,39,other,Hannah
Hannah,Wunsch,"Hannah, Wunsch",Anesthesia,Univ Toronto,Canada,"Andrew, Rhodes",2,39,other,Hannah
Maurizio,Cecconi,"Maurizio, Cecconi",Humanitas Clin & Res Ctr,IRCCS,Italy,"Andrew, Rhodes",2,39,other,Maurizio
Massimiliano,Greco,"Massimiliano, Greco",Humanitas Clin & Res Ctr,IRCCS,Italy,"Andrew, Rhodes",2,39,other,Massimiliano
Maurizio,Cecconi,"Maurizio, Cecconi",Biomed Sci,Humanitas Univ,Italy,"Andrew, Rhodes",2,39,other,Maurizio
Massimiliano,Greco,"Massimiliano, Greco",Biomed Sci,Humanitas Univ,Italy,"Andrew, Rhodes",2,39,other,Massimiliano
Younsuck,Koh,"Younsuck, Koh",Asan Med Ctr,Univ Ulsan,Korea,"Andrew, Rhodes",2,39,other,Younsuck
Lisa,Burry,"Lisa, Burry",Leslie & Fac Pharm,Univ Toronto,Canada,"Andrew, Rhodes",2,39,other,Lisa
Daniel S,Chertow,"Daniel S, Chertow",Crit Care Med,NIAID,USA,"Andrew, Rhodes",2,39,other,Daniel
Daniel S,Chertow,"Daniel S, Chertow",Lab Immunoregulat,NIAID,USA,"Andrew, Rhodes",2,39,other,Daniel
Wojciech,Szczeklik,"Wojciech, Szczeklik",Ctr Intens Care & Perioperat Med,Jagiellonian Univ,Poland,"Andrew, Rhodes",2,39,other,Wojciech
Emilie,Belley Cote,"Emilie, Belley Cote",Hamilton,Populat Hlth Res Inst,Canada,"Andrew, Rhodes",2,39,other,Emilie
Malgorzata,Bala,"Malgorzata, Bala",Hyg & Dietet,Jagiellonian Univ,Poland,"Andrew, Rhodes",2,39,other,Malgorzata
Ryan,Zarychanski,"Ryan, Zarychanski",Internal Med,Univ Manitoba,Canada,"Andrew, Rhodes",2,39,other,Ryan
Allison,McGeer,"Allison, McGeer",Div Infect Dis,Univ Toronto,Canada,"Andrew, Rhodes",2,39,other,Allison
Manoj J,Mammen,"Manoj J, Mammen",Jacobs Sch Med & Biomed Sci,SUNY Buffalo,USA,"Andrew, Rhodes",2,39,other,Manoj
Sheila Nainan,Myatra,"Sheila Nainan, Myatra",Homi Bhabha Natl Inst,Tata Mem Hosp,India,"Andrew, Rhodes",2,39,other,Sheila
Amy,Arrington,"Amy, Arrington",Houston Childrens Hosp,Baylor Coll Med,USA,"Andrew, Rhodes",2,39,other,Amy
Ruth,Kleinpell,"Ruth, Kleinpell",Sch Nursing,Vanderbilt Univ,USA,"Andrew, Rhodes",2,39,other,Ruth
Ruth,Kleinpell,"Ruth, Kleinpell",Coll Nursing,Rush Univ,USA,"Andrew, Rhodes",2,39,other,Ruth
Giuseppe,Citerio,"Giuseppe, Citerio",Sch Med & Surg,Milano Bicocca Univ,Italy,"Andrew, Rhodes",2,39,other,Giuseppe
Giuseppe,Citerio,"Giuseppe, Citerio",ASST Monza,San Gerardo Hosp,Italy,"Andrew, Rhodes",2,39,other,Giuseppe
Elizabeth,Bridges,"Elizabeth, Bridges",Med Ctr,Univ Washington,USA,"Andrew, Rhodes",2,39,other,Elizabeth
Ziad A,Memish,"Ziad A, Memish",Minist Hlth & Coll Med,Alfaisal Univ,Arabia,"Andrew, Rhodes",2,39,other,Ziad
Naomi,Hammond,"Naomi, Hammond",Crit Care Div,George Inst Global Hlth & UNSW,Australia,"Andrew, Rhodes",2,39,other,Naomi
Naomi,Hammond,"Naomi, Hammond",Malcolm Fisher  Intens Care,Royal North Shore Hosp,Australia,"Andrew, Rhodes",2,39,other,Naomi
Frederick G,Hayden,"Frederick G, Hayden",Sch Med,Univ Virginia,USA,"Andrew, Rhodes",2,39,other,Frederick
Muhammed,Alshahrani,"Muhammed, Alshahrani",Emergency & Crit Care,Imam Abdulrahman Ben Faisal Univ,Arabia,"Andrew, Rhodes",2,39,other,Muhammed
Zainab,Al Duhailib,"Zainab, Al Duhailib",Crit Care Med,King Faisal Specialist Hosp & Res Ctr,Arabia,"Andrew, Rhodes",2,39,other,Zainab
Greg S,Martin,"Greg S, Martin",Sch Med,Emory Univ,USA,"Andrew, Rhodes",2,39,other,Greg
Greg S,Martin,"Greg S, Martin",Atlanta,Grady Mem Hosp,USA,"Andrew, Rhodes",2,39,other,Greg
Lewis J,Kaplan,"Lewis J, Kaplan",Perelman Sch Med,Univ Penn,USA,"Andrew, Rhodes",2,39,other,Lewis
Lewis J,Kaplan,"Lewis J, Kaplan",Surg,Univ Penn,USA,"Andrew, Rhodes",2,39,other,Lewis
Lewis J,Kaplan,"Lewis J, Kaplan",Div Traumatol Surg Crit Care & Emergency Surg,Univ Penn,USA,"Andrew, Rhodes",2,39,other,Lewis
Craig M,Coopersmith,"Craig M, Coopersmith",Sch Med,Emory Univ,USA,"Andrew, Rhodes",2,39,other,Craig
Massimo,Antonelli,"Massimo, Antonelli",Anesthesiol Intens Care & Emergency Med,Fdn Policlin Univ Gemelli,Italy,"Andrew, Rhodes",2,39,other,Massimo
Massimo,Antonelli,"Massimo, Antonelli",Ist Anestesiol & Rianimaz,Univ Cattolica Sacro Cuore,Italy,"Andrew, Rhodes",2,39,other,Massimo
Andrew,Rhodes,"Andrew, Rhodes",Adult Crit Care,St Georges Univ Hosp NHS Fdn Trust,England,"Andrew, Rhodes",2,39,leader,Andrew
Andrew,Rhodes,"Andrew, Rhodes",London,St Georges Univ London,England,"Andrew, Rhodes",2,39,"last, leader",Andrew
S,Van Belle,"S, Van Belle",Publ Hlth,Inst Trop Med,Belgium,,2,40,first,Van
C,Affun Adegbule,"C, Affun Adegbule",Publ Hlth,Inst Trop Med,Belgium,,2,40,other,Affun
W,Soors,"W, Soors",Publ Hlth,Inst Trop Med,Belgium,,2,40,other,Soors
W,Van Damme,"W, Van Damme",Publ Hlth,Inst Trop Med,Belgium,,2,40,other,Van
B,Marchal,"B, Marchal",Publ Hlth,Inst Trop Med,Belgium,,2,40,other,Marchal
Prashanth N,Srinivas,"Prashanth N, Srinivas",Bangalore,Inst Publ Hlth,India,,2,40,other,Prashanth
G,Hegel,"G, Hegel",INCAP Res Ctr Prevent Chron Dis CIIPEC,Inst Nutr Cent Amer & Panama INCAP,Guatemala,,2,40,other,Hegel
I,Abejirinde,"I, Abejirinde",Ctr Global Child Hlth,Hosp Sick Children,Canada,,2,40,other,Abejirinde
I,Abejirinde,"I, Abejirinde",Dalla Lana Sch Publ Hlth,Univ Toronto,Canada,,2,40,other,Abejirinde
E,Wouters,"E, Wouters",Ctr Populat Family & Hlth,Univ Antwerp Belgium,Belgium,,2,40,other,Wouters
C,Masquillier,"C, Masquillier",Ctr Populat Family & Hlth,Univ Antwerp Belgium,Belgium,,2,40,other,Masquillier
E,Wouters,"E, Wouters",Ctr Hlth Syst Res & Dev,Univ Free State South Africa,Africa,,2,40,other,Wouters
H,Tabana,"H, Tabana",Sch Publ Hlth,Univ Western Cape,Africa,,2,40,other,Tabana
F,Chenge,"F, Chenge",Sch Publ Hlth,Univ Lubumbashi,CONGO,,2,40,other,Chenge
F,Chenge,"F, Chenge",Lubumbashi,Hlth Knowledge Ctr Democrat Republ Congo,CONGO,,2,40,other,Chenge
K,Polman,"K, Polman",Biomed Sci,Inst Trop Med,Belgium,,2,40,last,Polman
Anas,Shamsi,"Anas, Shamsi",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,India,"Md Imtaiyaz, Hassan",37,42,first,Anas
Taj,Mohammad,"Taj, Mohammad",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,India,"Md Imtaiyaz, Hassan",37,42,other,Taj
Saleha,Anwar,"Saleha, Anwar",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,India,"Md Imtaiyaz, Hassan",37,42,other,Saleha
Asimul,Islam,"Asimul, Islam",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,India,"Md Imtaiyaz, Hassan",37,42,other,Asimul
Md Imtaiyaz,Hassan,"Md Imtaiyaz, Hassan",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,India,"Md Imtaiyaz, Hassan",37,42,leader,Md
Mohamed F,AlAjmi,"Mohamed F, AlAjmi",Coll Pharm,King Saud Univ,Arabia,"Md Imtaiyaz, Hassan",37,42,other,Mohamed
Afzal,Hussain,"Afzal, Hussain",Coll Pharm,King Saud Univ,Arabia,"Md Imtaiyaz, Hassan",37,42,other,Afzal
Md Tabish,Rehman,"Md Tabish, Rehman",Coll Pharm,King Saud Univ,Arabia,"Md Imtaiyaz, Hassan",37,42,last,Md
Md Mahbub,Hossain,"Md Mahbub, Hossain",Sch Publ Hlth,Texas A&M Univ,USA,"Md Mahbub, Hossain",66,43,"first, leader",Md
Md Mahbub,Hossain,"Md Mahbub, Hossain",Khulna,Nat Study Soc Bangladesh,Bangladesh,"Md Mahbub, Hossain",66,43,leader,Md
Abida,Sultana,"Abida, Sultana",Khulna,Nat Study Soc Bangladesh,Bangladesh,"Md Mahbub, Hossain",66,43,other,Abida
Neetu,Purohit,"Neetu, Purohit",Jaipur,IIHMR Univ,India,"Md Mahbub, Hossain",66,43,last,Neetu
S,Manigandan,"S, Manigandan",Res Ctr Environm Med,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,first,Manigandan
Ming Tsang,Wu,"Ming Tsang, Wu",Res Ctr Environm Med,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,other,Ming
Vinoth Kumar,Ponnusamy,"Vinoth Kumar, Ponnusamy",Res Ctr Environm Med,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,leader,Vinoth
S,Manigandan,"S, Manigandan",Med & Appl Chem,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,other,Manigandan
Vinoth Kumar,Ponnusamy,"Vinoth Kumar, Ponnusamy",Med & Appl Chem,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,leader,Vinoth
S,Manigandan,"S, Manigandan",Fac Sci,Sathyabama Inst Sci & Technol,India,"Vinoth Kumar, Ponnusamy",25,51,other,Manigandan
Ming Tsang,Wu,"Ming Tsang, Wu",Coll Hlth Sci,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,other,Ming
Ming Tsang,Wu,"Ming Tsang, Wu",Coll Med,Kaohsiung Med Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,other,Ming
Ming Tsang,Wu,"Ming Tsang, Wu",Family Med,Kaohsiung Med Univ Hosp,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,other,Ming
Vinoth Kumar,Ponnusamy,"Vinoth Kumar, Ponnusamy",Med Res,Kaohsiung Med Univ Hosp,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,leader,Vinoth
Vinoth Kumar,Ponnusamy,"Vinoth Kumar, Ponnusamy",Chem,Natl Sun Yat Sen Univ,Taiwan,"Vinoth Kumar, Ponnusamy",25,51,leader,Vinoth
Vinay B,Raghavendra,"Vinay B, Raghavendra",Mysore 570011,Teresian Res Fdn,India,"Vinoth Kumar, Ponnusamy",25,51,other,Vinay
Arivalagan,Pugazhendhi,"Arivalagan, Pugazhendhi",Fac Environm & Labour Safety,Ton Duc Thang Univ,Vietnam,"Vinoth Kumar, Ponnusamy",25,51,other,Arivalagan
Kathirvel,Brindhadevi,"Kathirvel, Brindhadevi",Inst Res & Dev,Duy Tan Univ,Vietnam,"Vinoth Kumar, Ponnusamy",25,51,last,Kathirvel
Mohsen,Mousavi,"Mohsen, Mousavi",Hobart,Univ Tasmania,Australia,"Amir H, Gandomi",1,52,first,Mohsen
Damien,Holloway,"Damien, Holloway",Hobart,Univ Tasmania,Australia,"Amir H, Gandomi",1,52,other,Damien
Mohsen,Mousavi,"Mohsen, Mousavi",Sydney,Univ Technol Sydney,Australia,"Amir H, Gandomi",1,52,other,Mohsen
Amir H,Gandomi,"Amir H, Gandomi",Sydney,Univ Technol Sydney,Australia,"Amir H, Gandomi",1,52,leader,Amir
Rohit,Salgotra,"Rohit, Salgotra",Patiala,Thapar Inst Engn & Technol,India,"Amir H, Gandomi",1,52,last,Rohit
Klaus,Goerlinger,"Klaus, Goerlinger",Univ Hosp Essen,Univ Duisburg Essen,Germany,,7,53,first,Klaus
Daniel,Dirkmann,"Daniel, Dirkmann",Univ Hosp Essen,Univ Duisburg Essen,Germany,,7,53,other,Daniel
Klaus,Goerlinger,"Klaus, Goerlinger",Med,Tem Innovat GmbH,Germany,,7,53,other,Klaus
Ajay,Gandhi,"Ajay, Gandhi",Clin,Instrumentat Lab India Private Ltd,India,,7,53,other,Ajay
Paolo,Simioni,"Paolo, Simioni",Med,Padova Univ Hosp,Italy,,7,53,other,Paolo
Paolo,Simioni,"Paolo, Simioni",Med,Padova Univ Hosp,Italy,,7,53,last,Paolo
Desmond,Leddin,"Desmond, Leddin",Med,Dalhousie Univ,Canada,"Desmond, Leddin",2,54,"first, leader",Desmond
David,Armstrong,"David, Armstrong",Farncombe Family Digest Hlth Res Inst,McMaster Univ,Canada,"Desmond, Leddin",2,54,other,David
Alan,Barkun,"Alan, Barkun",Med,McGill Univ,Canada,"Desmond, Leddin",2,54,other,Alan
Raja A Raja,Ali,"Raja A Raja, Ali",Med,Univ Kebangsaan Malaysia,Malaysia,"Desmond, Leddin",2,54,other,Raja
Yeong Yeh,Lee,"Yeong Yeh, Lee",Sch Med Sci,Univ Sains Malaysia,Malaysia,"Desmond, Leddin",2,54,other,Yeong
Amna S,Butt,"Amna S, Butt",Med,Aga Khan Univ Hosp,Pakistan,"Desmond, Leddin",2,54,other,Amna
Ye,Chen,"Ye, Chen",Nanfang Hosp,Southern Med Univ,China,"Desmond, Leddin",2,54,other,Ye
Harshit S,Khara,"Harshit S, Khara",Med,Geisinger Med Ctr,USA,"Desmond, Leddin",2,54,other,Harshit
Wai Keung,Leung,"Wai Keung, Leung",Med,Univ Hong Kong,China,"Desmond, Leddin",2,54,other,Wai
Finlay,Macrae,"Finlay, Macrae",Med,Royal Melbourne Hosp,Australia,"Desmond, Leddin",2,54,other,Finlay
Govind,Makharia,"Govind, Makharia",Gastroenterol & Human Nutr,All India Inst Med Sci,India,"Desmond, Leddin",2,54,other,Govind
Reza,Malekzadeh,"Reza, Malekzadeh",Digest Dis Res Inst,Univ Tehran Med Sci,Iran,"Desmond, Leddin",2,54,other,Reza
Anahita,Sadeghi,"Anahita, Sadeghi",Digest Dis Res Inst,Univ Tehran Med Sci,Iran,"Desmond, Leddin",2,54,other,Anahita
Elias,Makhoul,"Elias, Makhoul",Univ Hosp Notre Dame des Secours,Holy Spirit Univ Kaslik,Lebanon,"Desmond, Leddin",2,54,other,Elias
Jean Christophe,Saurin,"Jean Christophe, Saurin",Med,Hop Edouard Herriot,France,"Desmond, Leddin",2,54,other,Jean
Mark,Topazian,"Mark, Topazian",Div Gastroenterol & Hepatol,Mayo Clin,USA,"Desmond, Leddin",2,54,other,Mark
Sandie R,Thomson,"Sandie R, Thomson",Med,Groote Schuur Hosp,Africa,"Desmond, Leddin",2,54,other,Sandie
Andrew,Veitch,"Andrew, Veitch",Gastroenterol,Royal Wolverhampton Hosp NHS Trust,England,"Desmond, Leddin",2,54,other,Andrew
Andrew,Veitch,"Andrew, Veitch",Wolverhampton,Nuffield Hosp,England,"Desmond, Leddin",2,54,other,Andrew
Kaichun,Wu,"Kaichun, Wu",Xijing Hosp Digest Dis,Fourth Mil Med Univ,China,"Desmond, Leddin",2,54,last,Kaichun
Ashlesha,Kaushik,"Ashlesha, Kaushik",Carver Coll Med,Univ Iowa,USA,"Ashlesha, Kaushik",11,55,"first, leader",Ashlesha
Ashlesha,Kaushik,"Ashlesha, Kaushik",Carver Coll Med,Univ Iowa,USA,"Ashlesha, Kaushik",11,55,leader,Ashlesha
Sandeep,Gupta,"Sandeep, Gupta",UnityPoint Hlth,St Lukes Reg Med Ctr,USA,"Ashlesha, Kaushik",11,55,other,Sandeep
Mangla,Sood,"Mangla, Sood",Pediat,Indira Gandhi Med Coll,India,"Ashlesha, Kaushik",11,55,other,Mangla
Seema,Sharma,"Seema, Sharma",Pediat,Dr Rajendra Prasad Govt Med Coll,India,"Ashlesha, Kaushik",11,55,other,Seema
Shikha,Verma,"Shikha, Verma",Pediat,Dr Rajendra Prasad Govt Med Coll,India,"Ashlesha, Kaushik",11,55,last,Shikha
M G,Manoj,"M G, Manoj",Adv Ctr Atmospher Radar Res,Cochin Univ Sci & Technol,India,"M G, Manoj",7,56,"first, leader",Manoj
C,Sivan,"C, Sivan",Adv Ctr Atmospher Radar Res,Cochin Univ Sci & Technol,India,"M G, Manoj",7,56,other,Sivan
M K Satheesh,Kumar,"M K Satheesh, Kumar",Atom & Mol Phys,Manipal Acad Higher Educ,India,"M G, Manoj",7,56,other,Kumar
K T,Valsaraj,"K T, Valsaraj",Cain  Chem Engn,Louisiana State Univ,USA,"M G, Manoj",7,56,other,Valsaraj
Soumya K,Vijayan,"Soumya K, Vijayan",Govt Med Coll,Coll Pharmaceut Sci,India,"M G, Manoj",7,56,last,Soumya
Nicholas W S,Chew,"Nicholas W S, Chew",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,first,Nicholas
Jinghao Nicholas,Ngiam,"Jinghao Nicholas, Ngiam",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Jinghao
Sai Meng Tham,Sai Meng Tham,"Sai Meng Tham, Sai Meng Tham",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Sai
Benjamin Yong Qiang,Tan,"Benjamin Yong Qiang, Tan",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,leader,Benjamin
Celine Yan Shan,Tan,"Celine Yan Shan, Tan",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Celine
Mingxue,Jing,"Mingxue, Jing",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Mingxue
Renarebecca,Sagayanathan,"Renarebecca, Sagayanathan",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Renarebecca
Jin Tao,Chen,"Jin Tao, Chen",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Jin
Lily Y H,Wong,"Lily Y H, Wong",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Lily
Hock Luen,Teoh,"Hock Luen, Teoh",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Hock
Vijay K,Sharma,"Vijay K, Sharma",Med,Natl Univ Hlth Syst,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Vijay
Benjamin Yong Qiang,Tan,"Benjamin Yong Qiang, Tan",Yong Loo Lin Sch Med,Natl Univ Singapore,Singapore,"Benjamin Yong Qiang, Tan",21,58,leader,Benjamin
Vijay K,Sharma,"Vijay K, Sharma",Yong Loo Lin Sch Med,Natl Univ Singapore,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Vijay
Aftab,Ahmad,"Aftab, Ahmad",Neurol,Ng Teng Fong Gen Hosp,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Aftab
Maznah,Marmin,"Maznah, Marmin",Neurol,Ng Teng Fong Gen Hosp,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Maznah
Fadhlina Binte,Hassan,"Fadhlina Binte, Hassan",Neurol,Ng Teng Fong Gen Hosp,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Fadhlina
Faheem Ahmed,Khan,"Faheem Ahmed, Khan",Intens Care Med,Ng Teng Fong Gen Hosp,Singapore,"Benjamin Yong Qiang, Tan",21,58,other,Faheem
Tai Mei Ling,Sharon,"Tai Mei Ling, Sharon",Kuala Lumpur,Univ Malaya,Malaysia,"Benjamin Yong Qiang, Tan",21,58,other,Tai
Chin Han,Lim,"Chin Han, Lim",Tawau,Tawau Hosp,Malaysia,"Benjamin Yong Qiang, Tan",21,58,other,Chin
