full_name,publication_year,team_id,gender,position
"Victor, Korotkikh",2009,1,male,first
"Galina, Korotkikh",2009,1,male,last
"Jiri, Kroc",2007,2,unknown,first
"Yurij, Holovatch",2017,3,female,first
"Ralph, Kenna",2017,3,unknown,other
"Stefan, Thurner",2017,3,male,last
"Amandine, Orsini",2020,4,male,first
"Philippe, Le Prestre",2020,4,male,other
"Jean Frederic, Morin",2020,4,male,other
"Peter M, Haas",2020,4,unknown,other
"Malte, Brosig",2020,4,unknown,other
"Philipp, Pattberg",2020,4,unknown,other
"Oscar, Widerberg",2020,4,female,other
"Laura, Gomez Mera",2020,4,male,other
"Neil E, Harrison",2020,4,male,other
"Robert, Geyer",2020,4,female,other
"David, Chandler",2020,4,male,last
"LH, Chai",2004,5,female,first
"DS, Wen",2004,5,unknown,last
"DJ, Svyantek",2000,6,male,first
"LL, Brown",2000,6,male,last
"A, Chamseddine",2012,7,female,first
"H, Noura",2012,7,female,last
"Ni, Li",2018,8,male,first
"Yuhong, Li",2018,8,female,other
"Guanghong, Gong",2018,8,female,last
"Erik, Van der Straeten",2011,9,female,first
"Christian, Beck",2011,9,male,last
"Vernon, Ireland",2016,10,unknown,first
"Alex, Gorod",2016,10,unknown,last
"Stavros K, Stavroglou",2020,11,male,first
"Athanasios A, Pantelous",2020,11,male,other
"H Eugene, Stanley",2020,11,female,other
"Konstantin M, Zuev",2020,11,male,last
"Isaias, Badillo Pina",2010,12,male,first
"J, Swiatek",2004,13,male,first
"Elise, Filotas",2014,14,unknown,first
"Christian, Messier",2014,14,male,other
"Lael, Parrott",2014,14,unknown,other
"Philip J, Burton",2014,14,male,other
"Robin L, Chazdon",2014,14,male,other
"K David, Coates",2014,14,unknown,other
"Lluis, Coll",2014,14,male,other
"Sybille, Haeussler",2014,14,male,other
"Kathy, Martin",2014,14,male,other
"Suzanne W, Simard",2014,14,unknown,other
"Susanna, Nocentini",2014,14,male,other
"Klaus J, Puettmann",2014,14,unknown,other
"Francis E, Putz",2014,14,unknown,last
"Sarah A, Sheard",2009,15,unknown,first
"Ali, Mostashari",2009,15,male,last
"Melissa, Gardenghi",2011,16,male,first
"Margaret M, Wiecek",2011,16,male,other
"Trinidad, Gomez",2011,16,male,other
"Francisca, Miguel",2011,16,male,last
"Susan A, Yoon",2017,17,male,first
"Emma, Anderson",2017,17,male,other
"Jessica, Koehler Yom",2017,17,male,other
"Chad, Evans",2017,17,male,other
"Miyoung, Park",2017,17,unknown,other
"Josh, Sheldon",2017,17,male,other
"Ilana, Schoenfeld",2017,17,unknown,other
"Daniel, Wendel",2017,17,male,other
"Hal, Scheintaub",2017,17,male,other
"Eric, Klopfer",2017,17,unknown,last
"SK, Ethiraj",2004,18,male,first
"D, Levinthal",2004,18,male,last
"Tarcisio Abreu, Saurin",2013,19,male,first
"John, Rooke",2013,19,male,other
"Lauri, Koskela",2013,19,male,last
"Yan Zexian, Yan Zexian",2007,20,male,first
"M, Jamshidi",2001,21,unknown,first
"CD, Stylios",2004,22,male,first
"PP, Groumpos",2004,22,female,last
"Anna, Carbone",2016,23,male,first
"Meiko, Jensen",2016,23,unknown,other
"Aki Hiro, Sato",2016,23,male,last
"Axel, Duerrbaum",2012,24,female,first
"Andreas, Kroll",2012,24,male,other
"Hanns Jakob, Sommer",2012,24,unknown,last
"Tobias, Dietz",2020,25,male,first
"Stefan, Ruzika",2020,25,unknown,other
"Luca E, Schaefer",2020,25,male,other
"Kathrin, Klamroth",2020,25,male,other
"Konstantin, Kraus",2020,25,unknown,other
"Britta, Schulze",2020,25,male,other
"Michael, Stiglmayr",2020,25,unknown,other
"Margaret M, Wiecek",2020,25,male,last
"Carlos, Cotta",2017,26,male,first
"Robert, Schaefer",2017,26,male,last
"Lori Baugh, Littlejohns",2019,27,unknown,first
"Andrew, Wilson",2019,27,male,last
"TG, Buchman",2001,28,unknown,first
"JP, Cobb",2001,28,male,other
"AS, Lapedes",2001,28,male,other
"TB, Kepler",2001,28,unknown,last
"Rika, Preiser",0,29,male,first
"Leo, Torres",2021,30,male,first
"Tina, Eliassi Rad",2021,30,male,other
"Ann S, Blevins",2021,30,male,other
"Danielle, Bassett",2021,30,male,last
"Michael J, Jacobson",2020,31,male,first
"Lance W, Robinson",2009,32,male,first
"VVS, SARMA",1994,33,male,first
"Paulo V R, Carvalho",2009,34,male,first
"Isaac J L, dos Santos",2009,34,male,other
"Mario C R, Vidal",2009,34,male,other
"Marcello S, Santos",2009,34,male,last
"K, Wiesner",2019,35,unknown,first
"D, Garcia",2019,35,male,other
"A, Birdi",2019,35,male,other
"T, Eliassi Rad",2019,35,unknown,other
"H, Farrell",2019,35,male,other
"S, Lewandowsky",2019,35,male,other
"P, Palacios",2019,35,male,other
"D, Ross",2019,35,male,other
"D, Sornette",2019,35,male,other
"K, Thebault",2019,35,male,last
"RB, Norgaard",2005,36,male,first
"P, Baer",2005,36,unknown,last
"Mary J, Simpson",2010,37,unknown,first
"Joseph J, Simpson",2010,37,female,last
"Liu, Ping",2013,38,male,first
"J, Li",2005,39,male,first
"W, Ge",2005,39,male,other
"J, Zhang",2005,39,female,other
"M, Kwauk",2005,39,male,last
"C, Landauer",2001,40,unknown,first
"KL, Bellman",2001,40,unknown,last
"WE, Spangler",2001,41,female,first
"JM, Peters",2001,41,male,last
"Fernando, Baquero",2012,42,male,first
"Andres, Moya",2012,42,male,last
"Yoshiyasu, Tamura",2013,43,female,first
"Eleftheria, Vasileiadou",2012,44,female,first
"Thomas E, Gorochowski",2012,45,unknown,first
"Mario, Di Bernardo",2012,45,male,other
"Claire S, Grierson",2012,45,unknown,last
"B, Yan",2004,46,male,first
"QY, Xie",2004,46,male,last
"F Gregory, Hayden",2018,47,male,first
"Afshin, Jamshidi",2018,48,male,first
"Daoud, Ait kadi",2018,48,female,other
"Mohamed Larbi, Rebaiaia",2018,48,male,other
"Angel, Ruiz",2018,48,female,last
"ME, Gettings",2004,49,male,first
"MW, Bultman",2004,49,unknown,other
"FS, Fisher",2004,49,unknown,last
"Ping, Ao",2007,50,female,first
"Chulan, Kwon",2007,50,male,other
"Hong, Qian",2007,50,male,last
"Shengli, Dai",2018,51,male,first
"Hongyan, Xue",2018,51,male,other
"Wei, Zhang",2018,51,male,other
"Xin, Zhang",2018,51,male,other
"Yuan, Jiang",2018,51,male,last
"Martin, Sjostedt",2019,52,male,first
"Tim, Hoverd",2015,53,male,first
"Susan, Stepney",2015,53,male,last
"Matt, Kasman",2017,54,male,first
"Brynle, Owen",2017,54,unknown,other
"Joshua, Hayward",2017,54,unknown,last
"Jiming, Liu",2012,55,female,first
"Yu Wang, Chen",2012,55,male,last
"E, Klopfer",2003,56,male,first
"Melanie, Mitchell",2006,57,unknown,first
"Craig, Piers",2013,58,female,first
"R, FIVAZ",1994,59,male,first
"John, Vandermeer",2019,60,male,first
"Gordon, Fitch",2019,60,male,other
"Zachary, Hajian Forooshani",2019,60,male,other
"Chatura, Vaiyda",2019,60,male,other
"Inge, Armbrecht",2019,60,male,other
"Aldo, De la Mora",2019,60,female,other
"Katherine K, Ennis",2019,60,male,other
"Esteli, Jimenez Soto",2019,60,male,other
"Stacy M, Philpott",2019,60,unknown,other
"David J, Gonthier",2019,60,male,other
"Hsun Yi, Hsieh",2019,60,male,other
"Aaron, Iverson",2019,60,male,other
"Douglas, Jackson",2019,60,male,other
"Shalene, Jha",2019,60,male,other
"Gustavo, Lopez Bautista",2019,60,male,other
"Ashley, Larsen",2019,60,male,other
"Kevin, Li",2019,60,male,other
"Heidi, Liere",2019,60,unknown,other
"Andrew, Macdonald",2019,60,male,other
"Kaitlyn A, Mathis",2019,60,male,other
"Ivan, Monagan",2019,60,male,other
"Jonathan R, Morris",2019,60,unknown,other
"Iris Saraeny, Rivera Salinas",2019,60,male,other
"Kimberly, Williams Guillen",2019,60,male,other
"Ivette, Perfecto",2019,60,male,other
"Theresa, Ong",2019,60,male,other
"Gabriella L, Pardee",2019,60,male,other
"Senay, Yitbarek",2019,60,female,other
"Shinsuke, Uno",2019,60,female,other
"Ash, Zemenick",2019,60,male,last
"Sigal, Samon",2020,61,male,first
"Sharona T, Levy",2020,61,male,last
"Daniel, Solow",2008,62,female,first
"Joseph, Szmerekovsky",2008,62,unknown,last
"Chi Hyon, Lee",2016,63,female,first
"Manuela N, Hoehn Weiss",2016,63,male,other
"Samina, Karim",2016,63,unknown,last
"S, Bandini",2001,64,male,first
"G, Mauri",2001,64,unknown,other
"R, Serra",2001,64,unknown,last
"Yingying, Su",2012,65,unknown,first
"Taifu, Li",2012,65,male,other
"Debiao, Wang",2012,65,male,other
"Xinghua, Liu",2012,65,male,last
"P H, Mason",2015,66,female,first
"J F D, Dominguez",2015,66,male,other
"B, Winter",2015,66,female,other
"A, Grignolio",2015,66,male,last
"Serhad, Sarica",2019,67,unknown,first
"Jianxi, Luo",2019,67,male,last
"Marieke, Wichers",2019,68,male,first
"Marieke J, Schreuder",2019,68,male,other
"Robin N, Groen",2019,68,male,other
"Rutger, Goekoop",2019,68,male,last
"G, Ceschel",2005,69,male,first
"P, Maffei",2005,69,male,other
"MC, Dragani",2005,69,female,other
"MM, Gentile",2005,69,male,other
"C, Di Palma",2005,69,male,other
"ML, Morelli",2005,69,male,other
"A, Fini",2005,69,unknown,last
"Marilena, Nicolae",2017,70,male,first
"N, Elfelly",2012,71,male,first
"J Y, Dieulot",2012,71,male,other
"M, Benrejeb",2012,71,male,other
"P, Borne",2012,71,male,last
"Shamsnaz Virani, Bhada",2021,72,male,first
"Rahul, Krishnan",2021,72,male,last
"R, FIVAZ",1993,73,male,first
"LAN, Amaral",2004,74,male,first
"JM, Ottino",2004,74,male,last
"Bangxin, Jiang",2021,75,male,first
"Jianquan, Lu",2021,75,male,other
"Bowen, Li",2021,75,male,last
"Shi Chun, Shi Chun",2004,76,male,first
"Guo Zhong yang, Guo Zhong yang",2004,76,male,other
"Philip, James",2004,76,male,last
"M, Lachowicz",2003,77,male,first
"R, I, Sujith",2021,78,male,first
"Vishnu R, Unni",2021,78,male,last
"Adauto Lucas, Silva",2018,79,female,first
"Fabio Mueller, Guerrini",2018,79,male,last
"Qing, Cai",2020,80,male,first
"Sameer, Alam",2020,80,male,other
"Jiming, Liu",2020,80,male,last
"Rick, Quax",2011,81,male,first
"Peter M A, Sloot",2011,81,unknown,other
"David A, Bader",2011,81,male,last
"M, BARRERE",1995,82,unknown,first
"Xiaofeng, Liu",2019,83,male,first
"Guofu, Liao",2019,83,male,other
"Liyuan, Zou",2019,83,unknown,other
"Yan, Zheng",2019,83,male,other
"Xiaohai, Yang",2019,83,unknown,other
"Qing, Wang",2019,83,male,other
"Xiuhua, Geng",2019,83,unknown,other
"Shaoyuan, Li",2019,83,male,other
"Yaqin, Liu",2019,83,male,other
"Kemin, Wang",2019,83,male,last
"Erik M, Bollt",2014,84,unknown,first
"Jie, Sun",2014,84,unknown,last
"Marcos E, Gaudiano",2015,85,female,first
"Christopher A, Rates",2016,86,male,first
"Bridget K, Mulvey",2016,86,female,other
"David F, Feldon",2016,86,male,last
"R C, Martins",2008,87,male,first
"A A, Vicente",2008,87,unknown,other
"J A, Teixeira",2008,87,female,other
"V V, Lopes",2008,87,male,last
"Erna, Ruijer",0,88,unknown,first
"Albert, Meijer",0,88,male,other
"Justien, Dingelstad",0,88,unknown,last
"Dmitri V, Alexandrov",2021,89,male,first
"Andrey Yu, Zubarev",2021,89,male,last
"Demetris P K, Ghikas",2018,90,female,first
"Fotios D, Oikonomou",2018,90,female,last
"P S, Koutsourelakis",2008,91,male,first
"A, Straton",2006,92,male,first
"Jon, Crowcroft",2010,93,male,first
"Susan A, Yoon",2018,94,male,first
"Sao Ee, Goh",2018,94,female,other
"Miyoung, Park",2018,94,unknown,last
"Charalampos, Sergiou",2020,95,male,first
"Pavlos, Antoniou",2020,95,unknown,other
"Andreas, Pitsillides",2020,95,male,other
"Marios, Lestas",2020,95,unknown,other
"Christos, Liaskos",2020,95,unknown,last
"Moira, Zellner",2015,96,male,first
"Scott, Campbell",2015,96,male,last
"Oran R, Young",2017,97,male,first
"Eleonora, Barelli",2018,98,female,first
"Giulia, Tasquier",2018,98,male,other
"Olivia, Levrini",2018,98,unknown,other
"Laura, Branchetti",2018,98,male,other
"Luca, Albertazzi",2018,98,male,last
"Patrick J, Fowler",2019,99,male,first
"Peter S, Hovmand",2019,99,male,other
"Katherine E, Marcal",2019,99,female,other
"Sanmay, Das",2019,99,male,last
"AJE, Seely",2004,100,male,first
"PT, Macklem",2004,100,female,last
"Michela, Milano",2014,101,male,first
"Michele, Lombardi",2014,101,male,last
"Erwan, Le Martelot",2011,102,female,first
"Peter J, Bentley",2011,102,male,last
"Hiroki, Sayama",2013,103,male,first
"Irene, Pestov",2013,103,male,other
"Jeffrey, Schmidt",2013,103,unknown,other
"Benjamin James, Bush",2013,103,male,other
"Chun, Wong",2013,103,male,other
"Junichi, Yamanoi",2013,103,female,other
"Thilo, Gross",2013,103,male,last
"BT, Milne",1998,104,female,first
"Jiqiang, Wang",2020,105,male,first
"Luis H, Favela",2018,106,unknown,first
"Mary Jean, Amon",2018,106,unknown,other
"Marieke M J W, van Rooij",2018,106,female,last
"Kay, Junge",0,107,male,first
"Kirill, Postoutenko",0,107,female,last
"Yorghos, Apostolopoulos",2018,108,male,first
"Michael K, Lemke",2018,108,male,other
"Adam E, Barry",2018,108,male,other
"Kristen Hassmiller, Lich",2018,108,male,last
"Cameron A, MacKenzie",2020,109,unknown,first
"Kristy A, Bryden",2020,109,unknown,other
"Anna A, Prisacari",2020,109,unknown,last
"Adele M, Hayes",2020,110,unknown,first
"Leigh A, Andrews",2020,110,unknown,last
"Michael J, Jacobson",2011,111,unknown,first
"Manu, Kapur",2011,111,male,other
"Hyo Jeong, So",2011,111,male,other
"June, Lee",2011,111,male,last
"Miriam, Lemmer",2020,112,female,first
"Benita, Erasmus",2020,112,male,other
"Jeanne, Kriek",2020,112,unknown,last
"RM, Yulmetyev",2005,113,unknown,first
"AV, Mokshin",2005,113,male,other
"P, Hanggi",2005,113,male,last
"Li, An",2021,114,male,first
"Volker, Grimm",2021,114,male,other
"Abigail, Sullivan",2021,114,male,other
"B L, II, Turner",2021,114,unknown,other
"Nicolas, Malleson",2021,114,male,other
"Alison, Heppenstall",2021,114,unknown,other
"Christian, Vincenot",2021,114,male,other
"Derek, Robinson",2021,114,unknown,other
"Xinyue, Ye",2021,114,unknown,other
"Jianguo, Liu",2021,114,male,other
"Emilie, Lindkvist",2021,114,male,other
"Wenwu, Tang",2021,114,female,last
"Veysi, Ozturk",2009,115,male,first
"Ramakrishnan, Raman",2019,116,male,first
"Meenakshi, D'Souza",2019,116,male,last
"V, Gontis",2004,117,male,first
"B, Kaulakys",2004,117,male,other
"M, Alaburda",2004,117,female,other
"J, Ruseckas",2004,117,unknown,last
"Demetris P K, Ghikas",2018,118,unknown,first
"Fotios D, Oikonomou",2018,118,unknown,last
"Brent A, Langellier",2019,119,unknown,first
"Jonathan, Purtle",2019,119,unknown,other
"Katherine L, Nelson",2019,119,unknown,other
"Yong, Yang",2019,119,unknown,other
"Ivana, Stankov",2019,119,male,other
"Ana V Diez, Roux",2019,119,unknown,last
"J, Bateira",2002,120,male,first
"LV, Ferreira",2002,120,male,last
"Andreas A, Malikopoulos",2016,121,male,first
"GE, McClearn",1999,122,male,first
"SM, Hofer",1999,122,male,last
"F, Aznar",2005,123,unknown,first
"M, Pujol",2005,123,unknown,other
"R, Rizo",2005,123,male,last
"M, Klein",2003,124,male,first
"H, Sayama",2003,124,female,other
"P, Faratin",2003,124,unknown,other
"Y, Bar Yam",2003,124,female,last
"Michael J, Jacobson",2019,125,male,first
"Stefania, Bandini",2008,126,male,first
"Leonardo, Vanneschi",2008,126,male,other
"Alessandro Bahgat, Shehata",2008,126,unknown,other
"Andrew, Wuensche",2008,126,male,last
"Sara, Kaviani",2021,127,unknown,first
"Insoo, Sohn",2021,127,unknown,last
"S B, Nicholson",2013,128,male,first
"Eun jin, Kim",2013,128,male,other
"L S, Schulman",2013,128,male,last
"Zoltan, Eisler",2008,129,male,first
"Janos, Kertesz",2008,129,unknown,other
"Imre, Bartos",2008,129,unknown,last
"Laura, Sani",2021,130,unknown,first
"Michele, Amoretti",2021,130,male,other
"Stefano, Cagnoni",2021,130,male,other
"Monica, Mordonini",2021,130,male,other
"Riccardo, Pecori",2021,130,unknown,last
"Yona, Dureau",2008,131,unknown,first
"Toshiya, Kaihara",2008,132,unknown,first
"Baoping, Cai",2016,133,male,first
"Hanlin, Liu",2016,133,male,other
"Min, Xie",2016,133,male,last
"Paula, Savioja",2014,134,male,first
"Marja, Liinasuo",2014,134,male,other
"Hanna, Koskinen",2014,134,male,last
"Zoe, Szajnfarber",2018,135,unknown,first
"Ademir, Vrolijk",2018,135,female,last
"Peter, Nagy",2014,136,unknown,first
"Peter, Tasnadi",2014,136,female,last
"Roman, Riser",2020,137,male,first
"Vladimir, Al Osipov",2020,137,male,other
"Eugene, Kanzieper",2020,137,male,last
"Maximilian, Brauers",2014,138,male,first
"Matthias, Thomas",2014,138,male,other
"Joachim, Zietz",2014,138,male,last
"Christopher, Burton",2018,139,male,first
"Alison, Elliott",2018,139,male,other
"Amanda, Cochran",2018,139,unknown,other
"Tom, Love",2018,139,unknown,last
"Jiri, Kroc",2019,140,male,first
"Francisco, Jimenez Morales",2019,140,male,other
"Maria Carmen, Lemos",2019,140,male,other
"J L, Guisado",2019,140,unknown,other
"Jakub, Tkac",2019,140,male,last
"RM, Yulmetyev",2002,141,male,first
"FM, Gafarov",2002,141,male,other
"DG, Yulmetyeva",2002,141,male,other
"NA, Emeljanova",2002,141,male,last
"Shalabh, Gupta",2009,142,female,first
"Asok, Ray",2009,142,female,last
"Simone, Spolaor",2020,143,male,first
"Marco S, Nobile",2020,143,female,other
"Giancarlo, Mauri",2020,143,male,other
"Daniela, Besozzi",2020,143,male,other
"Paolo, Cazzaniga",2020,143,male,last
"Samuel, Greiff",2015,144,unknown,first
"Matthias, Stadler",2015,144,male,other
"Sascha, Wuestenberg",2015,144,male,other
"Andreas, Fischer",2015,144,male,last
"Jaroslaw, Kwapien",2012,145,female,first
"Stanislaw, Drozdz",2012,145,unknown,last
"J A, Kleboth",2016,146,male,first
"P A, Luning",2016,146,unknown,other
"V, Fogliano",2016,146,unknown,last
"Marah, Moore",2019,147,unknown,first
"Beverly, Parsons",2019,147,male,other
"Patricia, Jessup",2019,147,unknown,last
"Jeremy, Boes",2017,148,male,first
"Frederic, Migeon",2017,148,male,last
"Philip, Haynes",2018,149,unknown,first
"Gaston, Becerra",2020,150,unknown,first
"Susan A, Yoon",2015,151,female,first
"Jessica, Koehler Yom",2015,151,male,other
"Emma, Anderson",2015,151,male,other
"Joyce, Lin",2015,151,unknown,other
"Eric, Klopfer",2015,151,male,last
"Gui Bao, Wang",2009,152,female,first
"Hong Zhong, Huang",2009,152,male,other
"Yu, Liu",2009,152,male,other
"Xiaoling, Zhang",2009,152,unknown,other
"Zhonglai, Wang",2009,152,male,last
"Jeffery T, Walker",2007,153,male,first
"Nicola, Labanca",2020,154,male,first
"Angela Guimaraes, Pereira",2020,154,male,other
"Matt, Watson",2020,154,male,other
"Kristian, Krieger",2020,154,female,other
"Dario, Padovan",2020,154,female,other
"Laura, Watts",2020,154,male,other
"Mithra, Moezzi",2020,154,male,other
"Gregoire, Wallenborn",2020,154,male,other
"Rebecca, Wright",2020,154,male,other
"Erik, Laes",2020,154,female,other
"Brian D, Fath",2020,154,male,other
"Franco, Ruzzenenti",2020,154,male,other
"Tine, De Moor",2020,154,male,other
"Thomas, Bauwens",2020,154,male,other
"Lyla, Mehta",2020,154,male,last
"A Brad, Murray",2014,155,unknown,first
"Evan B, Goldstein",2014,155,unknown,other
"Giovanni, Coco",2014,155,male,last
"Domingues, Maria S Q",2017,156,male,first
"Diogo Miguel, Tato",2017,156,male,other
"Baptista, Adelina L F",2017,156,male,last
"Xavier, Desforges",2017,157,male,first
"Bernard, Archimede",2017,157,unknown,other
"Mickael, Dievart",2017,157,male,last
"V I, Yukalov",2014,158,unknown,first
"D, Sornette",2014,158,male,last
"Julie E, Reed",2018,159,unknown,first
"Cathy, Howe",2018,159,male,other
"Cathal, Doyle",2018,159,male,other
"Derek, Bell",2018,159,male,last
"Tina A, Grotzer",2017,160,unknown,first
"S Lynneth, Solis",2017,160,male,other
"M Shane, Tutwiler",2017,160,unknown,other
"Megan Powell, Cuzzolino",2017,160,male,last
"Antoinette, Tordesillas",2018,161,male,first
"Zongzheng, Zhou",2018,161,unknown,other
"Robin, Batterham",2018,161,female,last
"Suzanne W, Simard",2009,162,male,first
"Alexander, Shiroky",2021,163,female,first
"Andrey, Kalashnikov",2021,163,male,last
"Paul, Ormerod",2006,164,female,first
"Rich, Colbaugh",2006,164,male,last
"Elaine Alves, de Carvalho",2021,165,unknown,first
"Jose Orlando, Gomes",2021,165,unknown,other
"Monica Ferreira, da Silva",2021,165,male,other
"Paulo Victor Rodrigues, de Carvalho",2021,165,male,other
"Alessandro, Jatoba",2021,165,unknown,last
"Imran, Mahmood",2019,166,female,first
"Tameen, Kausar",2019,166,male,other
"Asad Waqar, Malik",2019,166,male,other
"Naveed, Riaz",2019,166,male,other
"Hessam S, Sarjoughian",2019,166,male,last
"Bernard P, Ricca",2020,167,male,first
"Nicole, Bowers",2020,167,male,other
"Michelle E, Jordan",2020,167,male,last
"Janice D, Gobert",2015,168,male,first
"Yoon Jeon, Kim",2015,168,unknown,other
"Michael A, Sao Pedro",2015,168,male,other
"Michael, Kennedy",2015,168,male,other
"Cameron G, Betts",2015,168,male,last
"Joshua, Danish",2017,169,male,first
"Asmalina, Saleh",2017,169,male,other
"Alejandro, Andrade",2017,169,male,other
"Branden, Bryan",2017,169,unknown,last
"Zhimin, Zhang",2018,170,male,first
"Pan, Ma",2018,170,male,other
"Hongmei, Lu",2018,170,male,other
"Hongdong, Li",2018,170,female,other
"Yonghuan, Yun",2018,170,male,other
"Lunzhao, Yi",2018,170,unknown,other
"Dabing, Ren",2018,170,male,other
"Liangxiao, Zhang",2018,170,unknown,other
"Jun, Yan",2018,170,unknown,other
"Naiping, Dong",2018,170,male,other
"Baichuan, Deng",2018,170,female,last
"Selamawit, Woldeamlak",2016,171,unknown,first
"Davor, Svetinovic",2016,171,male,other
"Ali, Diabat",2016,171,male,last
"Eugenio, Azpeitia",2012,172,male,first
"Elena R, Alvarez Buylla",2012,172,unknown,last
"Gwen C, Marchand",2020,173,male,first
"Jonathan C, Hilpert",2020,173,male,last
"Jieling, Liu",2021,174,male,first
"Franz W, Gatzweiler",2021,174,female,other
"Manasi, Kumar",2021,174,male,last
"Sergey, Samoilenko",2008,175,female,first
"Fatma, Tangour",2008,176,female,first
"Pierre, Borne",2008,176,female,last
"Glen, Poupore",2013,177,male,first
"HQ, Cao",1999,178,unknown,first
"JX, Yu",1999,178,female,other
"LH, Kang",1999,178,male,other
"YP, Chen",1999,178,male,other
"YY, Chen",1999,178,male,last
"Vinod K, Valsalam",2007,179,male,first
"James A, Bednar",2007,179,unknown,other
"Risto, Miikkulainen",2007,179,unknown,last
"Yalin, Wang",2019,180,male,first
"Fangxiang, Hu",2019,180,female,other
"Yue, Cao",2019,180,unknown,other
"Xiaofeng, Yuan",2019,180,male,other
"Chunhua, Yang",2019,180,male,last
"Marcantonio, Catelani",2016,181,male,first
"Lorenzo, Ciani",2016,181,male,other
"Matteo, Venzi",2016,181,female,last
"Lael, Parrott",2016,182,unknown,first
"Nigel, Quinn",2016,182,unknown,last
"BA, Berg",2002,183,male,first
"F, Brouers",2006,184,unknown,first
"O, Sotolongo Costa",2006,184,male,last
"Haoxiang, Wang",2021,185,male,first
"Chao, Liu",2021,185,male,other
"Dongxiang, Jiang",2021,185,male,other
"Zhanhong, Jiang",2021,185,male,last
"Errol, Zalmijn",2021,186,male,first
"Tom, Heskes",2021,186,unknown,other
"Tom, Claassen",2021,186,male,last
"Rodrigo, Castro",2015,187,male,first
"Pablo, Jacovkis",2015,187,male,last
"Li Yan, Li Yan",2017,188,unknown,first
"Mu Yifen, Mu Yifen",2017,188,female,other
"Yuan Shuo, Yuan Shuo",2017,188,unknown,other
"Guo Lei, Guo Lei",2017,188,male,last
"Francesco, Moscato",2012,189,male,first
"Valeria, Vittorini",2012,189,male,other
"Flora, Amato",2012,189,male,other
"Antonino, Mazzeo",2012,189,male,other
"Nicola, Mazzocca",2012,189,male,last
"Julie E, Reed",2019,190,unknown,first
"Stuart, Green",2019,190,male,other
"Cathy, Howe",2019,190,male,last
"Travis R, Moore",2021,191,male,first
"Elizabeth N, Foster",2021,191,male,other
"Christina, Mair",2021,191,male,other
"Jessica G, Burke",2021,191,male,other
"Robert W S, Coulter",2021,191,male,last
"Lisa Hanna, Broska",2020,192,male,first
"Stefan, Voegele",2020,192,male,other
"Witold Roger, Poganietz",2020,192,male,last
"D A, Mitchell",2020,193,unknown,first
"A, Sebald",2020,193,male,other
"L, Tomasello",2020,193,male,last
"Davide, Crivelli",2017,194,unknown,first
"Michela, Balconi",2017,194,male,last
"Julian, Salomon",2021,195,male,first
"Niklas, Winnewisser",2021,195,male,other
"Pengfei, Wei",2021,195,male,other
"Matteo, Broggi",2021,195,male,other
"Michael, Beer",2021,195,male,last
"Abdullah, Secgin",2019,196,male,first
"Murat, Kara",2019,196,unknown,other
"Altay, Ozankan",2019,196,unknown,last
"Elizabeth, McGill",2021,197,female,first
"Michael, McGrath",2021,197,male,other
"Chiara, Rinaldi",2021,197,male,other
"Mark, Petticrew",2021,197,male,other
"Dalya, Marks",2021,197,female,other
"Matt, Egan",2021,197,male,last
"Siyao, Liu",2021,198,unknown,first
"Zhiming, Wang",2021,198,unknown,other
"Yuqing, Chen",2021,198,female,other
"Tongcheng, Cao",2021,198,male,other
"Guohua, Zhao",2021,198,male,last
"Boris, Golden",2012,199,male,first
"Daniel, Krob",2012,199,female,other
"Marc, Aiguier",2012,199,female,last
"Avi, Ma'ayan",2017,200,unknown,first
"Paolo, Arena",2021,201,male,first
"Maide, Bucolo",2021,201,unknown,other
"Arturo, Buscarino",2021,201,male,other
"Luigi, Fortuna",2021,201,male,other
"Mattia, Frasca",2021,201,male,last
"Xiao Jian, Yi",2019,202,male,first
"Hui Na, Mu",2019,202,female,other
"Peng, Hou",2019,202,male,other
"Jian, Shi",2019,202,female,other
"Yue Feng, Chen",2019,202,male,last
"Kenneth A, Loparo",2010,203,unknown,first
"Frank J, Jacono",2010,203,unknown,other
"Thomas E, Dick",2010,203,female,other
"Christopher G, Wilson",2010,203,male,other
"Michael A, De Georgia",2010,203,male,last
"Mary, Koithan",2012,204,male,first
"Iris R, Bell",2012,204,male,other
"Kathryn, Niemeyer",2012,204,male,other
"David, Pincus",2012,204,male,last
"Dragutin T, Mihailovic",2007,205,male,first
"Igor, Balaz",2007,205,male,last
"R, Metzler",1999,206,male,first
"J, Klafter",1999,206,male,other
"J, Jortner",1999,206,male,last
"F J, Navarro Gonzalez",2012,207,unknown,first
"Y, Villacampa",2012,207,unknown,last
"El Hassene Ait, Mokhtar",2017,208,female,first
"Radouane, Laggoune",2017,208,male,other
"Alaa, Chateauneuf",2017,208,male,last
"T, Oxley",2000,209,unknown,first
"Brian, Castellani",2016,210,female,first
"Rajeev, Rajaram",2016,210,male,last
"Daniel, Foguelman",2021,211,male,first
"Rodrigo, Castro",2021,211,male,other
"Philipp, Henning",2021,211,male,other
"Adelinde, Uhrmacher",2021,211,male,last
"Umair, Ahmed",2021,212,male,first
"Antonella, Certa",2021,212,female,other
"Silvia, Carpitella",2021,212,male,last
"RM, Yulmetyev",1999,213,male,first
"FM, Gafarov",1999,213,unknown,last
"Gianluca, D'Addese",2021,214,male,first
